scope,era,component,component_label,expected_direction,sample_count,unique_values,feature_mean,feature_std,spearman_to_return,aligned_spearman,bottom_samples,top_samples,bottom_expectancy,top_expectancy,top_minus_bottom,aligned_top_minus_bottom,missing_share
SYMBOL:BTC/USDT,LEGACY,risk_penalty,Risk Penalty,-1.0,2591,20,-5.586260131223466,4.845448944825353,0.058960562717886064,-0.058960562717886064,648,648,-0.8836463827160493,-0.26014857253086415,0.6234978101851851,-0.6234978101851851,0.0
SYMBOL:BTC/USDT,LEGACY,adaptive_adjustment,Adaptive Adjustment,1.0,2591,13,0.5059822462369742,2.824990293148113,-0.02958125693524469,-0.02958125693524469,648,648,-0.2796443009259259,-0.5243250401234568,-0.24468073919753092,-0.24468073919753092,0.0
SYMBOL:BTC/USDT,TRANSITION,trend_score,Trend,1.0,1596,3,26.883458646616543,3.389716435256464,0.010894534632144851,0.010894534632144851,532,532,-0.9084529285714286,-0.4246808853383459,0.48377204323308265,0.48377204323308265,0.0
SYMBOL:BTC/USDT,TRANSITION,momentum_score,Momentum,1.0,1596,17,22.924185463659146,4.141741975566519,-0.01086745293720213,-0.01086745293720213,399,399,-0.7148206766917292,-0.7524795789473684,-0.03765890225563917,-0.03765890225563917,0.0
SYMBOL:BTC/USDT,TRANSITION,volume_score,Volume,1.0,1596,10,4.87844611528822,4.671302200897408,0.017468785767997628,0.017468785767997628,399,399,-0.8886197443609023,-0.46740334335839606,0.42121640100250624,0.42121640100250624,0.0
SYMBOL:BTC/USDT,TRANSITION,structure_score,Structure,1.0,1596,8,6.309523809523809,2.5976053217007093,0.07482159482619882,0.07482159482619882,399,399,-1.039569097744361,-0.24747107017543862,0.7920980275689224,0.7920980275689224,0.0
SYMBOL:BTC/USDT,TRANSITION,regime_score,Regime,1.0,1596,6,4.160401002506266,2.5903398407981264,0.0022116404366067165,0.0022116404366067165,399,399,-0.8140328070175438,-0.2875362807017544,0.5264965263157894,0.5264965263157894,0.0
SYMBOL:BTC/USDT,TRANSITION,risk_penalty,Risk Penalty,-1.0,1596,20,-4.62781954887218,4.1205917291104965,-0.026686798512432858,0.026686798512432858,399,399,-0.32048536090225566,-0.8046237593984963,-0.48413839849624063,0.48413839849624063,0.0
SYMBOL:BTC/USDT,TRANSITION,adaptive_adjustment,Adaptive Adjustment,1.0,1596,13,0.28383458646616544,2.7468851044682667,0.05867653425096802,0.05867653425096802,399,399,-0.9501814586466164,-0.33934518546365916,0.6108362731829573,0.6108362731829573,0.0
SYMBOL:BTC/USDT,RECENT,trend_score,Trend,1.0,2566,5,26.963367108339828,3.2751548551314595,0.0056199225705636825,0.0056199225705636825,642,642,-0.5292057632398753,-0.47177084735202496,0.05743491588785038,0.05743491588785038,0.0
