scope,variant,threshold,sample_count,win_count,loss_count,flat_count,win_rate,avg_return,median_return,expectancy,profit_factor,max_drawdown,total_return,viable,objective
REGIME:BEAR,WITHOUT_ADAPTIVE_ADJUSTMENT,65,370,162,208,0,0.437838,-0.046365,-0.386744,-0.046365,0.966936,-168.362661,-17.155172,False,-inf
REGIME:BEAR,WITHOUT_ADAPTIVE_ADJUSTMENT,70,187,84,103,0,0.449198,0.191117,-0.551707,0.191117,1.14609,-82.985725,35.738835,True,-0.10538073363613454
REGIME:BEAR,WITHOUT_ADAPTIVE_ADJUSTMENT,75,74,32,42,0,0.432432,0.219099,-0.658464,0.219099,1.163525,-41.628678,16.213301,True,0.3095553205265667
REGIME:BEAR,WITHOUT_ADAPTIVE_ADJUSTMENT,80,17,6,11,0,0.352941,0.291941,-0.865472,0.291941,1.206134,-9.015382,4.962989,False,-inf
REGIME:BEAR,WITHOUT_ADAPTIVE_ADJUSTMENT,85,1,1,0,0,1.0,5.527444,5.527444,5.527444,5.527444,0.0,5.527444,False,-inf
REGIME:BEAR,WITHOUT_ADAPTIVE_ADJUSTMENT,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:BEAR,WITHOUT_HISTORICAL_EDGE_SCORE,50,1215,470,745,0,0.386831,-0.423725,-0.666863,-0.423725,0.727066,-657.899012,-514.825329,False,-inf
REGIME:BEAR,WITHOUT_HISTORICAL_EDGE_SCORE,55,921,360,561,0,0.390879,-0.36765,-0.649138,-0.36765,0.764619,-551.23902,-338.605915,False,-inf
REGIME:BEAR,WITHOUT_HISTORICAL_EDGE_SCORE,60,626,244,382,0,0.389776,-0.394218,-0.658301,-0.394218,0.754717,-368.054762,-246.780616,False,-inf
REGIME:BEAR,WITHOUT_HISTORICAL_EDGE_SCORE,65,422,171,251,0,0.405213,-0.272869,-0.651744,-0.272869,0.823738,-217.875291,-115.150894,False,-inf
REGIME:BEAR,WITHOUT_HISTORICAL_EDGE_SCORE,70,262,111,151,0,0.423664,-0.133795,-0.671669,-0.133795,0.911258,-134.371432,-35.054246,False,-inf
REGIME:BEAR,WITHOUT_HISTORICAL_EDGE_SCORE,75,152,65,87,0,0.427632,0.03029,-0.639382,0.03029,1.022211,-67.657364,4.604149,True,-0.48960134654388343
REGIME:BEAR,WITHOUT_HISTORICAL_EDGE_SCORE,80,59,24,35,0,0.40678,0.094791,-0.663013,0.094791,1.070731,-30.072905,5.59266,True,-0.017882379659745096
REGIME:BEAR,WITHOUT_HISTORICAL_EDGE_SCORE,85,15,6,9,0,0.4,1.446687,-0.224676,1.446687,2.005779,-7.380008,21.700311,False,-inf
REGIME:BEAR,WITHOUT_HISTORICAL_EDGE_SCORE,90,2,1,1,0,0.5,1.675534,1.675534,1.675534,2.539748,0.0,3.351069,False,-inf
REGIME:SIDEWAYS,FULL,50,110,58,52,0,0.527273,0.113193,0.129291,0.113193,1.11381,-34.77413,12.451179,True,0.26941543461302514
REGIME:SIDEWAYS,FULL,55,61,28,33,0,0.459016,-0.342984,-0.188212,-0.342984,0.703639,-30.886187,-20.922019,False,-inf
REGIME:SIDEWAYS,FULL,60,28,15,13,0,0.535714,0.087945,0.19741,0.087945,1.097493,-10.834783,2.462467,False,-inf
REGIME:SIDEWAYS,FULL,65,9,4,5,0,0.444444,0.301325,-0.158968,0.301325,1.963087,-1.594474,2.711927,False,-inf
REGIME:SIDEWAYS,FULL,70,1,0,1,0,0.0,-0.188212,-0.188212,-0.188212,0.0,0.0,-0.188212,False,-inf
REGIME:SIDEWAYS,FULL,75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,FULL,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,FULL,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,FULL,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_TREND_SCORE,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_TREND_SCORE,55,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_TREND_SCORE,60,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_TREND_SCORE,65,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_TREND_SCORE,70,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_TREND_SCORE,75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_TREND_SCORE,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_TREND_SCORE,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_TREND_SCORE,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_MOMENTUM_SCORE,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_MOMENTUM_SCORE,55,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_MOMENTUM_SCORE,60,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_MOMENTUM_SCORE,65,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_MOMENTUM_SCORE,70,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_MOMENTUM_SCORE,75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_MOMENTUM_SCORE,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_MOMENTUM_SCORE,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_MOMENTUM_SCORE,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_VOLUME_SCORE,50,53,27,26,0,0.509434,0.548619,0.092376,0.548619,1.566331,-22.784677,29.076809,True,1.6607070138170137
REGIME:SIDEWAYS,WITHOUT_VOLUME_SCORE,55,7,4,3,0,0.571429,0.743252,0.253845,0.743252,2.490187,-2.398321,5.202761,False,-inf
REGIME:SIDEWAYS,WITHOUT_VOLUME_SCORE,60,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_VOLUME_SCORE,65,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_VOLUME_SCORE,70,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_VOLUME_SCORE,75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_VOLUME_SCORE,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_VOLUME_SCORE,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_VOLUME_SCORE,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_STRUCTURE_SCORE,50,56,25,31,0,0.446429,-0.355841,-0.17359,-0.355841,0.691801,-26.369251,-19.927118,False,-inf
REGIME:SIDEWAYS,WITHOUT_STRUCTURE_SCORE,55,31,14,17,0,0.451613,-0.369293,-0.158968,-0.369293,0.6419,-18.851107,-11.448076,False,-inf
REGIME:SIDEWAYS,WITHOUT_STRUCTURE_SCORE,60,6,1,5,0,0.166667,-0.504992,-0.623647,-0.504992,0.222267,-3.895877,-3.029951,False,-inf
REGIME:SIDEWAYS,WITHOUT_STRUCTURE_SCORE,65,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_STRUCTURE_SCORE,70,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_STRUCTURE_SCORE,75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_STRUCTURE_SCORE,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_STRUCTURE_SCORE,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_STRUCTURE_SCORE,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_REGIME_SCORE,50,110,58,52,0,0.527273,0.113193,0.129291,0.113193,1.11381,-34.77413,12.451179,True,0.26941543461302514
REGIME:SIDEWAYS,WITHOUT_REGIME_SCORE,55,110,58,52,0,0.527273,0.113193,0.129291,0.113193,1.11381,-34.77413,12.451179,True,0.26941543461302514
REGIME:SIDEWAYS,WITHOUT_REGIME_SCORE,60,61,28,33,0,0.459016,-0.342984,-0.188212,-0.342984,0.703639,-30.886187,-20.922019,False,-inf
REGIME:SIDEWAYS,WITHOUT_REGIME_SCORE,65,28,15,13,0,0.535714,0.087945,0.19741,0.087945,1.097493,-10.834783,2.462467,False,-inf
REGIME:SIDEWAYS,WITHOUT_REGIME_SCORE,70,9,4,5,0,0.444444,0.301325,-0.158968,0.301325,1.963087,-1.594474,2.711927,False,-inf
REGIME:SIDEWAYS,WITHOUT_REGIME_SCORE,75,1,0,1,0,0.0,-0.188212,-0.188212,-0.188212,0.0,0.0,-0.188212,False,-inf
REGIME:SIDEWAYS,WITHOUT_REGIME_SCORE,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_REGIME_SCORE,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_REGIME_SCORE,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_RISK_PENALTY,50,110,58,52,0,0.527273,0.113193,0.129291,0.113193,1.11381,-34.77413,12.451179,True,0.26941543461302514
REGIME:SIDEWAYS,WITHOUT_RISK_PENALTY,55,80,42,38,0,0.525,-0.03525,0.108944,-0.03525,0.965026,-31.348704,-2.819988,False,-inf
REGIME:SIDEWAYS,WITHOUT_RISK_PENALTY,60,44,22,22,0,0.5,-0.041318,-0.038748,-0.041318,0.958369,-16.560623,-1.817989,False,-inf
REGIME:SIDEWAYS,WITHOUT_RISK_PENALTY,65,17,8,9,0,0.470588,-0.098403,-0.158968,-0.098403,0.907411,-9.115695,-1.672857,False,-inf
REGIME:SIDEWAYS,WITHOUT_RISK_PENALTY,70,5,2,3,0,0.4,0.228377,-0.158968,0.228377,2.655723,-0.689659,1.141884,False,-inf
REGIME:SIDEWAYS,WITHOUT_RISK_PENALTY,75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_RISK_PENALTY,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_RISK_PENALTY,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_RISK_PENALTY,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_EXTERNAL_CONTEXT_SCORE,50,110,58,52,0,0.527273,0.113193,0.129291,0.113193,1.11381,-34.77413,12.451179,True,0.26941543461302514
REGIME:SIDEWAYS,WITHOUT_EXTERNAL_CONTEXT_SCORE,55,61,28,33,0,0.459016,-0.342984,-0.188212,-0.342984,0.703639,-30.886187,-20.922019,False,-inf
REGIME:SIDEWAYS,WITHOUT_EXTERNAL_CONTEXT_SCORE,60,28,15,13,0,0.535714,0.087945,0.19741,0.087945,1.097493,-10.834783,2.462467,False,-inf
REGIME:SIDEWAYS,WITHOUT_EXTERNAL_CONTEXT_SCORE,65,9,4,5,0,0.444444,0.301325,-0.158968,0.301325,1.963087,-1.594474,2.711927,False,-inf
REGIME:SIDEWAYS,WITHOUT_EXTERNAL_CONTEXT_SCORE,70,1,0,1,0,0.0,-0.188212,-0.188212,-0.188212,0.0,0.0,-0.188212,False,-inf
REGIME:SIDEWAYS,WITHOUT_EXTERNAL_CONTEXT_SCORE,75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_EXTERNAL_CONTEXT_SCORE,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_EXTERNAL_CONTEXT_SCORE,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_EXTERNAL_CONTEXT_SCORE,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_ADAPTIVE_ADJUSTMENT,50,110,58,52,0,0.527273,0.113193,0.129291,0.113193,1.11381,-34.77413,12.451179,True,0.26941543461302514
REGIME:SIDEWAYS,WITHOUT_ADAPTIVE_ADJUSTMENT,55,110,58,52,0,0.527273,0.113193,0.129291,0.113193,1.11381,-34.77413,12.451179,True,0.26941543461302514
REGIME:SIDEWAYS,WITHOUT_ADAPTIVE_ADJUSTMENT,60,61,28,33,0,0.459016,-0.342984,-0.188212,-0.342984,0.703639,-30.886187,-20.922019,False,-inf
REGIME:SIDEWAYS,WITHOUT_ADAPTIVE_ADJUSTMENT,65,28,15,13,0,0.535714,0.087945,0.19741,0.087945,1.097493,-10.834783,2.462467,False,-inf
REGIME:SIDEWAYS,WITHOUT_ADAPTIVE_ADJUSTMENT,70,9,4,5,0,0.444444,0.301325,-0.158968,0.301325,1.963087,-1.594474,2.711927,False,-inf
REGIME:SIDEWAYS,WITHOUT_ADAPTIVE_ADJUSTMENT,75,1,0,1,0,0.0,-0.188212,-0.188212,-0.188212,0.0,0.0,-0.188212,False,-inf
REGIME:SIDEWAYS,WITHOUT_ADAPTIVE_ADJUSTMENT,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_ADAPTIVE_ADJUSTMENT,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_ADAPTIVE_ADJUSTMENT,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_HISTORICAL_EDGE_SCORE,50,110,58,52,0,0.527273,0.113193,0.129291,0.113193,1.11381,-34.77413,12.451179,True,0.26941543461302514
REGIME:SIDEWAYS,WITHOUT_HISTORICAL_EDGE_SCORE,55,61,28,33,0,0.459016,-0.342984,-0.188212,-0.342984,0.703639,-30.886187,-20.922019,False,-inf
REGIME:SIDEWAYS,WITHOUT_HISTORICAL_EDGE_SCORE,60,28,15,13,0,0.535714,0.087945,0.19741,0.087945,1.097493,-10.834783,2.462467,False,-inf
REGIME:SIDEWAYS,WITHOUT_HISTORICAL_EDGE_SCORE,65,9,4,5,0,0.444444,0.301325,-0.158968,0.301325,1.963087,-1.594474,2.711927,False,-inf
REGIME:SIDEWAYS,WITHOUT_HISTORICAL_EDGE_SCORE,70,1,0,1,0,0.0,-0.188212,-0.188212,-0.188212,0.0,0.0,-0.188212,False,-inf
REGIME:SIDEWAYS,WITHOUT_HISTORICAL_EDGE_SCORE,75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_HISTORICAL_EDGE_SCORE,80,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_HISTORICAL_EDGE_SCORE,85,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
REGIME:SIDEWAYS,WITHOUT_HISTORICAL_EDGE_SCORE,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-inf
