threshold,eligible,sample_count,coverage,win_rate,expectancy,median_return,profit_factor,total_return,max_drawdown,average_win,average_loss,selected,selection_eligible,selection_reason
0.5,True,58,0.07945205479452055,0.4827586206896552,0.8382639942484732,-1.408249,1.3709670709102058,48.61931166641145,-31.579348573579658,6.4171536401392775,-4.368699675249611,False,True,Optimize-selected threshold
0.55,True,47,0.06438356164383562,0.46808510638297873,1.2745805384258184,-1.414386,1.5615392032393483,59.90528530601347,-28.408559523272924,7.572081339269953,-4.26722016631702,True,True,Optimize-selected threshold
0.6,False,25,0.03424657534246575,0.44,1.315673202298261,-1.414386,1.5992322523439302,32.891830057456524,-26.2481769973883,7.980162079476866,-3.9207109154849284,False,True,Optimize-selected threshold
0.65,False,16,0.021917808219178082,0.3125,-1.987512707686909,-2.7759354917943444,0.22534440445057294,-31.800203322990544,-31.80020332299054,1.8501119517877946,-3.7318875529026836,False,True,Optimize-selected threshold
0.7,False,10,0.0136986301369863,0.2,-2.8408653633649754,-3.492849555685207,0.15692006188322602,-28.408653633649756,-28.408653633649756,2.643810796974508,-4.212034403449847,False,True,Optimize-selected threshold
0.75,False,5,0.00684931506849315,0.2,-1.8278650386777187,-2.614375991451263,0.2189939943216918,-9.139325193388594,-11.701990928291309,2.562665734902716,-2.9254977320728273,False,True,Optimize-selected threshold
