policy,scope,fold,start_timestamp,end_timestamp,sample_count,win_count,loss_count,flat_count,win_rate,avg_return,median_return,avg_win,avg_loss,payoff_ratio,break_even_win_rate,expectancy,profit_factor,max_drawdown,total_return,positive
FIRST_TOUCH_T1_STOP_3C_STOP_FIRST,ALL_DIRECTIONAL,4,2025-10-06 12:00:00+00:00,2026-07-08 12:00:00+00:00,3837,1617,2220,0,0.421423,-0.543092,-0.535258,1.088403,1.731438,0.628612,0.61402,-0.543092,0.457867,-2084.270226,-2083.84476,False
FIRST_TOUCH_T1_STOP_3C_TARGET_FIRST,ALL_DIRECTIONAL,1,2023-07-30 12:00:00+00:00,2024-04-20 04:00:00+00:00,3321,1436,1885,0,0.4324,-0.516357,-0.454103,1.030591,1.694828,0.60808,0.62186,-0.516357,0.463238,-1720.168758,-1714.822052,False
FIRST_TOUCH_T1_STOP_3C_TARGET_FIRST,ALL_DIRECTIONAL,2,2024-04-20 08:00:00+00:00,2025-01-03 00:00:00+00:00,3569,1589,1980,0,0.445223,-0.495489,-0.389845,1.261046,1.905153,0.661913,0.601716,-0.495489,0.531202,-1789.691823,-1768.400464,False
FIRST_TOUCH_T1_STOP_3C_TARGET_FIRST,ALL_DIRECTIONAL,3,2025-01-03 04:00:00+00:00,2025-10-06 08:00:00+00:00,3447,1528,1919,0,0.443284,-0.530537,-0.425862,1.184088,1.895805,0.624584,0.615542,-0.530537,0.497323,-1844.583799,-1828.762471,False
FIRST_TOUCH_T1_STOP_3C_TARGET_FIRST,ALL_DIRECTIONAL,4,2025-10-06 12:00:00+00:00,2026-07-08 12:00:00+00:00,3837,1632,2205,0,0.425332,-0.528928,-0.510133,1.088194,1.725819,0.630538,0.613295,-0.528928,0.466684,-2029.923015,-2029.497549,False
FIXED_CLOSE_6C_NET,ALL_DIRECTIONAL,1,2023-07-30 12:00:00+00:00,2024-04-20 04:00:00+00:00,3321,1235,2086,0,0.371876,-0.388341,-0.668645,2.618144,2.168307,1.20746,0.453009,-0.388341,0.714867,-1436.460633,-1289.680244,False
FIXED_CLOSE_6C_NET,ALL_DIRECTIONAL,2,2024-04-20 08:00:00+00:00,2025-01-03 00:00:00+00:00,3569,1424,2145,0,0.398991,-0.292633,-0.66139,3.129505,2.564486,1.220325,0.450385,-0.292633,0.810136,-1161.634037,-1044.406925,False
FIXED_CLOSE_6C_NET,ALL_DIRECTIONAL,3,2025-01-03 04:00:00+00:00,2025-10-06 08:00:00+00:00,3447,1326,2121,0,0.384682,-0.505478,-0.746609,2.932179,2.654622,1.104556,0.47516,-0.505478,0.690543,-1916.67366,-1742.384164,False
FIXED_CLOSE_6C_NET,ALL_DIRECTIONAL,4,2025-10-06 12:00:00+00:00,2026-07-08 12:00:00+00:00,3837,1493,2344,0,0.389106,-0.556938,-0.71571,2.383271,2.429691,0.980895,0.504822,-0.556938,0.624776,-2473.745621,-2136.972591,False
FIRST_TOUCH_T1_STOP_6C_STOP_FIRST,ALL_DIRECTIONAL,1,2023-07-30 12:00:00+00:00,2024-04-20 04:00:00+00:00,3321,1659,1662,0,0.499548,-0.564791,-0.002829,1.089349,2.215944,0.491596,0.670423,-0.564791,0.490708,-1882.397465,-1875.6703,False
FIRST_TOUCH_T1_STOP_6C_STOP_FIRST,ALL_DIRECTIONAL,2,2024-04-20 08:00:00+00:00,2025-01-03 00:00:00+00:00,3569,1847,1722,0,0.517512,-0.501901,0.418218,1.336348,2.473589,0.540246,0.649247,-0.501901,0.579463,-1846.244577,-1791.285772,False
FIRST_TOUCH_T1_STOP_6C_STOP_FIRST,ALL_DIRECTIONAL,3,2025-01-03 04:00:00+00:00,2025-10-06 08:00:00+00:00,3447,1761,1686,0,0.510879,-0.574843,0.171244,1.264528,2.496037,0.506614,0.66374,-0.574843,0.529151,-1997.516644,-1981.483986,False
FIRST_TOUCH_T1_STOP_6C_STOP_FIRST,ALL_DIRECTIONAL,4,2025-10-06 12:00:00+00:00,2026-07-08 12:00:00+00:00,3837,1967,1870,0,0.51264,-0.502661,0.291953,1.169968,2.262052,0.517216,0.659102,-0.502661,0.544044,-1957.611862,-1928.708682,False
FIRST_TOUCH_T1_STOP_6C_TARGET_FIRST,ALL_DIRECTIONAL,1,2023-07-30 12:00:00+00:00,2024-04-20 04:00:00+00:00,3321,1707,1614,0,0.514002,-0.513657,0.129051,1.08828,2.207899,0.492903,0.669836,-0.513657,0.521305,-1713.569799,-1705.854864,False
FIRST_TOUCH_T1_STOP_6C_TARGET_FIRST,ALL_DIRECTIONAL,2,2024-04-20 08:00:00+00:00,2025-01-03 00:00:00+00:00,3569,1885,1684,0,0.528159,-0.453722,0.480687,1.338765,2.460158,0.544178,0.647594,-0.453722,0.609131,-1674.294303,-1619.335499,False
FIRST_TOUCH_T1_STOP_6C_TARGET_FIRST,ALL_DIRECTIONAL,3,2025-01-03 04:00:00+00:00,2025-10-06 08:00:00+00:00,3447,1790,1657,0,0.519292,-0.538223,0.235049,1.266844,2.488175,0.509146,0.662626,-0.538223,0.550013,-1871.28743,-1855.254772,False
FIRST_TOUCH_T1_STOP_6C_TARGET_FIRST,ALL_DIRECTIONAL,4,2025-10-06 12:00:00+00:00,2026-07-08 12:00:00+00:00,3837,1987,1850,0,0.517852,-0.483442,0.332433,1.169282,2.258556,0.517712,0.658886,-0.483442,0.556051,-1891.210196,-1854.965153,False
FIXED_CLOSE_12C_NET,ALL_DIRECTIONAL,1,2023-07-30 12:00:00+00:00,2024-04-20 04:00:00+00:00,3003,1281,1722,0,0.426573,-0.024387,-0.56031,3.870631,2.921901,1.324696,0.430164,-0.024387,0.985445,-892.951153,-73.235654,False
FIXED_CLOSE_12C_NET,ALL_DIRECTIONAL,2,2024-04-20 08:00:00+00:00,2025-01-03 00:00:00+00:00,3283,1467,1816,0,0.446847,-0.055456,-0.511569,4.373546,3.63329,1.203743,0.453773,-0.055456,0.972407,-841.944482,-182.062537,False
FIXED_CLOSE_12C_NET,ALL_DIRECTIONAL,3,2025-01-03 04:00:00+00:00,2025-10-06 08:00:00+00:00,3134,1288,1846,0,0.410976,-0.352569,-0.861386,4.189717,3.521835,1.18964,0.456696,-0.352569,0.830041,-1792.15289,-1104.952588,False
FIXED_CLOSE_12C_NET,ALL_DIRECTIONAL,4,2025-10-06 12:00:00+00:00,2026-07-08 12:00:00+00:00,3524,1456,2068,0,0.413167,-0.678096,-0.733604,3.324633,3.496265,0.95091,0.512581,-0.678096,0.6695,-3125.381202,-2389.609621,False
FIRST_TOUCH_T1_STOP_12C_STOP_FIRST,ALL_DIRECTIONAL,1,2023-07-30 12:00:00+00:00,2024-04-20 04:00:00+00:00,3289,1808,1481,0,0.549711,-0.540975,0.363961,1.120237,2.568978,0.436063,0.696348,-0.540975,0.532345,-1788.104043,-1779.268238,False
