decision_id,timestamp_utc,candle_timestamp,symbol,group,action,entry,stop,targets,score,confidence,recommendation,first_rr,regime,mtf_direction,mtf_consensus,expected_r,calibration_status,evidence,status,blockers
4900b28601d4614dfd1a,2026-07-19T18:11:50.025206+00:00,2026-07-19 12:00:00,BTC/USDT,core,BUY,64550.0,63982.0,"[65069.0, 65464.0, 65859.0]",78,55,MONITOR,0.91,TRENDING_BULL,LONG,85,-0.090456,ECONOMIC_CALIBRATION_RESEARCH_ONLY,"{""opportunity_score"": 92.2, ""trade_quality"": ""Avoid"", ""notes"": [""Trade Guard: WATCHLIST -> MONITOR"", ""Trade Guard reason: R:R برای Watchlist کافی نیست: 0.91"", ""Trade Guard reason: Trade Quality برابر Avoid است"", ""ارزش زیرنظر گرفتن دارد"", ""MTF هم‌راستا است"", ""Thesis: Bullish Thesis"", ""Historical economics: p=39.8%, E[R]=-0.090, n=1183, status=ECONOMIC_CALIBRATION_RESEARCH_ONLY""]}",BLOCKED,recommendation not allowed | RR below minimum
