source,run_id,decision_id,candle_timestamp,symbol,timeframe,provider,side,score,confidence_label,risk_label,actionability,is_actionable,entry_price,entry_zone,stop_zone,targets,regime_label,regime_confidence,long_score,short_score,trend_score,momentum_score,volume_score,structure_score,risk_penalty,historical_edge_score,available_future_candles,evaluation_status,target_1_hit,target_2_hit,target_3_hit,stop_hit,mfe_pct,mae_pct,evaluated_candles,return_after_4h_pct,return_after_12h_pct,return_after_24h_pct
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_120,2026-03-21 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,49,Low,Low,MONITOR_ONLY,False,641.634,نامشخص,نامشخص,[],TRENDING_BEAR,62,0,49,28,16,0,5,-2,0,646,COMPLETE,False,False,False,False,0.1721,-2.983,6,-1.7325,-1.5211,-2.2186
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_126,2026-03-22 16:00:00,BNB/USDT,4h,kucoin,SHORT,67,Medium,Low,WATCHLIST,False,627.399,626 - 629,636,"[""620"", ""615"", ""609""]",TRENDING_BEAR,62,0,67,28,22,9,3,-2,0,640,COMPLETE,False,False,False,True,1.1369,-3.7045,6,0.1925,0.4865,-1.6717
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_132,2026-03-23 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,14,Low,Low,MONITOR_ONLY,False,637.887,نامشخص,نامشخص,[],SIDEWAYS,37,14,3,6,19,0,3,-4,0,634,COMPLETE,False,False,False,False,0.4855,-1.7255,6,0.1701,0.0113,-1.2102
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_138,2026-03-24 16:00:00,BNB/USDT,4h,kucoin,SHORT,51,Low,Low,NOT_ACTIONABLE,False,630.167,629 - 632,641,"[""621"", ""614"", ""607""]",TRENDING_BEAR,62,0,51,28,19,3,3,-4,0,628,COMPLETE,False,False,False,True,0.0912,-3.6024,6,-1.2985,-2.1296,-2.5247
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_144,2026-03-25 16:00:00,BNB/USDT,4h,kucoin,LONG,59,Medium,Low,WATCHLIST,False,646.077,644 - 647,636,"[""655"", ""661"", ""668""]",TRENDING_BULL,75,59,0,28,22,3,6,-4,0,622,COMPLETE,False,False,False,True,0.6273,-3.5485,6,0.223,-1.6792,-3.1456
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_150,2026-03-26 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,28,Low,Low,MONITOR_ONLY,False,625.754,نامشخص,نامشخص,[],TRENDING_BULL,37,3,28,17,25,2,4,-4,0,616,COMPLETE,False,False,False,False,0.9678,-3.1877,6,0.4703,0.4313,-2.4513
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_156,2026-03-27 16:00:00,BNB/USDT,4h,kucoin,SHORT,53,Low,Medium,NOT_ACTIONABLE,False,610.415,609 - 612,620,"[""602"", ""596"", ""589""]",TRENDING_BEAR,100,0,53,28,19,0,10,-10,0,610,COMPLETE,False,False,False,False,0.3221,-1.3961,6,-0.564,-0.5516,-1.0088
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_162,2026-03-28 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,49,Low,Low,MONITOR_ONLY,False,616.573,نامشخص,نامشخص,[],TRENDING_BEAR,62,0,49,17,22,0,8,-2,0,604,COMPLETE,False,False,False,False,0.2639,-1.4684,6,-0.8886,-0.4754,-1.2127
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_168,2026-03-29 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,46,Low,Low,MONITOR_ONLY,False,609.096,نامشخص,نامشخص,[],TRENDING_BEAR,62,0,46,28,16,0,4,-4,0,598,COMPLETE,False,False,False,False,2.0264,-2.079,6,-0.5083,1.4796,0.2463
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_174,2026-03-30 16:00:00,BNB/USDT,4h,kucoin,SHORT,59,Medium,Low,WATCHLIST,False,610.596,610 - 612,619,"[""603"", ""598"", ""592""]",TRENDING_BEAR,62,0,59,28,24,0,3,0,0,592,COMPLETE,True,False,False,True,1.9415,-1.529,6,0.247,-0.0744,-0.8302
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_180,2026-03-31 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,42,Low,Low,MONITOR_ONLY,False,615.665,نامشخص,نامشخص,[],TRENDING_BEAR,62,42,17,17,30,11,0,0,0,586,COMPLETE,False,False,False,False,1.029,-0.9172,6,0.2706,0.1124,-0.3011
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_186,2026-04-01 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,26,Low,Medium,MONITOR_ONLY,False,613.811,نامشخص,نامشخص,[],TRENDING_BULL,37,26,8,22,8,0,3,-9,0,580,COMPLETE,False,False,False,False,0.3566,-7.0489,6,-0.4954,-3.5589,-4.9222
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_192,2026-04-02 16:00:00,BNB/USDT,4h,kucoin,SHORT,51,Low,Medium,NOT_ACTIONABLE,False,583.598,582 - 586,594,"[""575"", ""568"", ""560""]",TRENDING_BEAR,100,0,51,28,14,0,10,-7,0,574,COMPLETE,False,False,False,False,0.3717,-1.1323,6,0.0254,-0.4755,-0.8338
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_198,2026-04-03 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,37,Low,Low,MONITOR_ONLY,False,588.464,نامشخص,نامشخص,[],TRENDING_BEAR,62,0,37,17,17,0,6,-5,0,568,COMPLETE,False,False,False,False,1.3591,-0.2676,6,-0.0899,0.2619,0.8383
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_204,2026-04-04 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,22,Low,Low,MONITOR_ONLY,False,593.397,نامشخص,نامشخص,[],SIDEWAYS,37,22,7,6,21,0,7,-2,0,562,COMPLETE,False,False,False,False,0.5086,-1.0743,6,-0.0064,-0.5025,-0.1731
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_210,2026-04-05 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,18,Low,Medium,MONITOR_ONLY,False,592.37,نامشخص,نامشخص,[],TRENDING_BULL,37,18,9,6,11,0,6,-7,0,556,COMPLETE,False,False,False,False,3.0375,-0.3427,6,1.5428,1.9024,2.4071
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_216,2026-04-06 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,43,Low,Medium,MONITOR_ONLY,False,606.629,نامشخص,نامشخص,[],TRENDING_BULL,37,43,0,28,17,0,3,-7,0,550,COMPLETE,False,False,False,False,0.374,-2.3911,6,-1.0694,-1.2169,0.2941
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_222,2026-04-07 16:00:00,BNB/USDT,4h,kucoin,LONG,82,Medium-High,Low,ACTIONABLE,True,608.413,607 - 609,600,"[""615"", ""621"", ""626""]",TRENDING_BULL,75,82,0,28,30,11,6,0,0,544,COMPLETE,True,True,False,False,2.6923,-1.1704,6,1.9275,0.8016,-0.6931
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_228,2026-04-08 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,12,Low,Medium,MONITOR_ONLY,False,604.196,نامشخص,نامشخص,[],SIDEWAYS,37,12,11,11,14,3,3,-9,0,538,COMPLETE,False,False,False,False,0.8477,-1.1993,6,-0.5144,-0.6986,0.7087
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_234,2026-04-09 16:00:00,BNB/USDT,4h,kucoin,LONG,66,Medium,Low,WATCHLIST,False,608.478,607 - 610,600,"[""615"", ""621"", ""627""]",TRENDING_BULL,100,66,0,28,20,7,6,0,0,532,COMPLETE,False,False,False,True,0.5772,-3.2537,6,-0.9073,-1.4896,0.1533
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_240,2026-04-10 16:00:00,BNB/USDT,4h,kucoin,LONG,51,Low,Low,NOT_ACTIONABLE,False,609.411,608 - 611,600,"[""617"", ""623"", ""629""]",UNKNOWN,25,51,9,17,24,7,3,0,0,526,COMPLETE,False,False,False,False,0.753,-0.987,6,-0.6777,-0.5822,0.5714
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_246,2026-04-11 16:00:00,BNB/USDT,4h,kucoin,LONG,76,Medium-High,Low,WATCHLIST,False,612.893,611 - 614,605,"[""619"", ""625"", ""630""]",TRENDING_BULL,37,76,0,28,30,7,4,0,0,520,COMPLETE,False,False,False,True,0.0086,-3.9214,6,-0.9525,-3.0444,-3.3654
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_252,2026-04-12 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,34,Low,Medium,MONITOR_ONLY,False,592.267,نامشخص,نامشخص,[],SIDEWAYS,50,0,34,28,20,0,3,-7,0,514,COMPLETE,False,False,False,False,2.8381,-0.2286,6,-0.039,0.8447,2.7734
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_258,2026-04-13 16:00:00,BNB/USDT,4h,kucoin,LONG,57,Medium,Low,WATCHLIST,False,608.693,607 - 610,601,"[""615"", ""620"", ""625""]",UNKNOWN,25,57,1,17,30,7,3,0,0,508,COMPLETE,True,True,True,False,2.6956,-0.2591,6,0.9828,0.7953,0.8196
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_264,2026-04-14 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,36,Low,Low,MONITOR_ONLY,False,613.682,نامشخص,نامشخص,[],SIDEWAYS,50,36,15,28,17,3,3,-5,0,502,COMPLETE,False,False,False,False,2.2458,-0.5252,6,-0.0139,-0.3754,1.8881
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_270,2026-04-15 16:00:00,BNB/USDT,4h,kucoin,LONG,83,Medium-High,Low,ACTIONABLE,True,625.269,624 - 626,617,"[""632"", ""638"", ""643""]",TRENDING_BULL,62,83,0,28,30,11,7,0,0,496,COMPLETE,True,False,False,True,1.9008,-1.6959,6,-0.4323,-0.4275,1.788
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_276,2026-04-16 16:00:00,BNB/USDT,4h,kucoin,LONG,80,Medium-High,Low,ACTIONABLE,True,636.449,635 - 638,628,"[""644"", ""650"", ""656""]",TRENDING_BULL,62,80,0,28,27,13,7,-2,0,490,COMPLETE,True,False,False,True,1.4251,-1.5389,6,-0.1276,-1.4736,0.7693
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_282,2026-04-17 16:00:00,BNB/USDT,4h,kucoin,LONG,54,Low,Medium,NOT_ACTIONABLE,False,641.345,639 - 642,632,"[""649"", ""655"", ""661""]",TRENDING_BULL,100,54,0,28,17,0,10,-7,0,484,COMPLETE,False,False,False,True,1.1627,-2.085,6,0.2582,0.2916,-1.713
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_288,2026-04-18 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,26,Low,Low,MONITOR_ONLY,False,630.359,نامشخص,نامشخص,[],TRENDING_BULL,62,26,12,11,8,2,8,-5,0,478,COMPLETE,False,False,False,False,0.2186,-1.94,6,-0.1007,-1.588,-1.1479
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_294,2026-04-19 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,33,Low,Low,MONITOR_ONLY,False,623.123,نامشخص,نامشخص,[],SIDEWAYS,37,0,33,17,23,0,3,0,0,472,COMPLETE,False,False,False,False,1.3586,-1.3187,6,-1.1282,0.2088,1.1905
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_300,2026-04-20 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,34,Low,Low,MONITOR_ONLY,False,630.541,نامشخص,نامشخص,[],SIDEWAYS,50,34,0,17,20,0,7,0,0,466,COMPLETE,False,False,False,False,1.581,-0.9035,6,-0.2241,0.3422,-0.6331
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_306,2026-04-21 16:00:00,BNB/USDT,4h,kucoin,SHORT,52,Low,Low,NOT_ACTIONABLE,False,626.549,626 - 628,635,"[""620"", ""614"", ""609""]",SIDEWAYS,62,0,52,28,24,7,3,0,0,460,COMPLETE,False,False,False,True,0.1674,-4.4013,6,-0.8078,-2.4766,-2.8041
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_312,2026-04-22 16:00:00,BNB/USDT,4h,kucoin,LONG,56,Medium,Low,WATCHLIST,False,644.118,642 - 645,636,"[""651"", ""657"", ""663""]",TRENDING_BULL,75,56,0,28,17,0,10,-5,0,454,COMPLETE,False,False,False,True,-0.0071,-2.0211,6,-1.051,-1.3564,-1.2838
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_318,2026-04-23 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,32,Low,Low,MONITOR_ONLY,False,635.849,نامشخص,نامشخص,[],TRENDING_BULL,37,32,19,11,8,7,6,-5,0,448,COMPLETE,False,False,False,False,0.7027,-0.602,6,0.3993,-0.1389,0.3262
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_324,2026-04-24 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,40,Low,Medium,MONITOR_ONLY,False,637.923,نامشخص,نامشخص,[],TRENDING_BULL,62,40,0,28,14,0,3,-7,0,442,COMPLETE,False,False,False,False,0.0784,-1.6568,6,-0.2828,-0.184,-1.4455
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_330,2026-04-25 16:00:00,BNB/USDT,4h,kucoin,SHORT,62,Medium,Low,WATCHLIST,False,628.702,628 - 630,635,"[""623"", ""619"", ""615""]",TRENDING_BEAR,37,0,62,28,25,0,7,-2,0,436,COMPLETE,False,False,False,True,0.2817,-1.2561,6,0.0511,-0.5877,-1.1342
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_336,2026-04-26 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,24,Low,Low,MONITOR_ONLY,False,635.833,نامشخص,نامشخص,[],QUIET,50,24,18,6,22,0,0,0,0,430,COMPLETE,False,False,False,False,0.6214,-2.7594,6,-0.0175,-1.5565,-1.965
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_342,2026-04-27 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,45,Low,Low,MONITOR_ONLY,False,623.339,نامشخص,نامشخص,[],SIDEWAYS,50,12,45,28,20,5,7,-5,0,424,COMPLETE,False,False,False,False,0.6602,-0.6868,6,0.57,0.18,0.1282
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_348,2026-04-28 16:00:00,BNB/USDT,4h,kucoin,SHORT,60,Medium,Low,WATCHLIST,False,624.138,623 - 625,630,"[""619"", ""615"", ""611""]",TRENDING_BEAR,100,8,60,28,17,9,6,-5,0,418,COMPLETE,True,True,True,False,2.1971,-0.8521,6,-0.1069,-0.145,1.7033
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_354,2026-04-29 16:00:00,BNB/USDT,4h,kucoin,SHORT,66,Medium,Low,WATCHLIST,False,613.507,613 - 615,620,"[""608"", ""604"", ""599""]",TRENDING_BEAR,62,0,66,28,22,7,4,-2,0,412,COMPLETE,False,False,False,True,0.0282,-1.1664,6,-0.6476,-0.6552,-0.8437
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_360,2026-04-30 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,39,Low,Low,MONITOR_ONLY,False,618.683,نامشخص,نامشخص,[],TRENDING_BEAR,62,0,39,17,17,0,8,-5,0,406,COMPLETE,False,False,False,False,0.6575,-0.6486,6,-0.5468,-0.2323,0.0765
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_366,2026-05-01 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,23,Low,Low,MONITOR_ONLY,False,619.156,نامشخص,نامشخص,[],TRENDING_BULL,37,23,11,6,14,0,6,-5,0,400,COMPLETE,False,False,False,False,0.015,-0.8715,6,-0.6417,-0.5633,-0.0559
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_372,2026-05-02 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,37,Low,Low,MONITOR_ONLY,False,618.81,نامشخص,نامشخص,[],TRENDING_BULL,37,37,1,6,20,3,6,0,0,394,COMPLETE,False,False,False,False,0.4806,-0.6054,6,-0.1505,-0.3006,0.0863
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_378,2026-05-03 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,27,Low,Medium,MONITOR_ONLY,False,619.344,نامشخص,نامشخص,[],QUIET,75,27,2,17,20,0,3,-9,0,388,COMPLETE,False,False,False,False,3.1564,-0.6085,6,-0.3345,1.4938,0.8646
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_384,2026-05-04 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,47,Low,Medium,MONITOR_ONLY,False,624.699,نامشخص,نامشخص,[],TRENDING_BULL,75,47,0,28,17,3,6,-9,0,382,COMPLETE,False,False,False,False,1.4769,-0.3792,6,-0.3719,0.4625,1.1049
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_390,2026-05-05 16:00:00,BNB/USDT,4h,kucoin,LONG,62,Medium,Low,WATCHLIST,False,631.601,630 - 632,626,"[""637"", ""641"", ""644""]",TRENDING_BULL,100,62,0,28,25,3,6,-4,0,376,COMPLETE,True,True,True,False,5.1436,-0.4117,6,-0.1917,0.9975,2.9778
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_396,2026-05-06 16:00:00,BNB/USDT,4h,kucoin,LONG,58,Medium,Low,WATCHLIST,False,650.409,649 - 651,642,"[""657"", ""663"", ""668""]",TRENDING_BULL,100,58,0,28,20,0,10,-6,0,370,COMPLETE,False,False,False,True,0.4676,-1.7123,6,-0.4488,0.2391,-1.0432
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_402,2026-05-07 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,38,Low,Low,MONITOR_ONLY,False,643.624,نامشخص,نامشخص,[],UNKNOWN,25,38,13,11,19,7,5,-4,0,364,COMPLETE,False,False,False,False,0.8741,-1.5375,6,-1.0234,-1.0626,0.6617
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_408,2026-05-08 16:00:00,BNB/USDT,4h,kucoin,LONG,56,Medium,Low,WATCHLIST,False,647.883,646 - 649,639,"[""655"", ""661"", ""667""]",TRENDING_BULL,62,56,0,28,22,2,0,0,0,358,COMPLETE,True,False,False,False,1.241,-0.288,6,0.2223,0.2686,0.4735
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_414,2026-05-09 16:00:00,BNB/USDT,4h,kucoin,LONG,57,Medium,Low,WATCHLIST,False,650.951,649 - 652,643,"[""657"", ""663"", ""668""]",TRENDING_BULL,62,57,0,28,22,0,3,0,0,352,COMPLETE,True,False,False,False,1.7335,-0.9266,6,-0.1622,-0.418,1.5494
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_420,2026-05-10 16:00:00,BNB/USDT,4h,kucoin,LONG,65,Medium,Low,WATCHLIST,False,661.037,660 - 662,654,"[""667"", ""672"", ""677""]",TRENDING_BULL,62,65,0,28,27,2,4,0,0,346,COMPLETE,False,False,False,True,0.8372,-1.8988,6,0.3637,-1.5949,0.3121
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_426,2026-05-11 16:00:00,BNB/USDT,4h,kucoin,LONG,66,Medium,Low,WATCHLIST,False,663.1,661 - 664,655,"[""670"", ""676"", ""682""]",TRENDING_BULL,100,66,0,28,26,2,6,0,0,340,COMPLETE,True,False,False,True,1.4836,-1.9063,6,1.0983,-0.6711,-0.0455
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_432,2026-05-12 16:00:00,BNB/USDT,4h,kucoin,LONG,72,Medium-High,Low,ACTIONABLE,True,662.798,661 - 664,653,"[""671"", ""678"", ""685""]",TRENDING_BULL,100,72,0,28,24,7,6,0,0,334,COMPLETE,True,True,True,False,3.4249,-0.0118,6,0.2959,2.4113,1.2726
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_438,2026-05-13 16:00:00,BNB/USDT,4h,kucoin,LONG,73,Medium-High,Low,ACTIONABLE,True,671.233,669 - 673,660,"[""681"", ""688"", ""696""]",TRENDING_BULL,100,73,0,28,25,7,6,0,0,328,COMPLETE,True,True,True,False,4.1159,-0.879,6,0.0474,-0.2822,1.315
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_444,2026-05-14 16:00:00,BNB/USDT,4h,kucoin,LONG,51,Low,Medium,NOT_ACTIONABLE,False,680.06,678 - 682,668,"[""690"", ""698"", ""707""]",TRENDING_BULL,62,51,0,28,20,3,7,-9,0,322,COMPLETE,True,False,False,False,1.4888,-1.6096,6,-0.2689,0.6367,-0.8902
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_450,2026-05-15 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,18,Low,Low,MONITOR_ONLY,False,674.006,نامشخص,نامشخص,[],SIDEWAYS,37,18,8,11,14,0,3,0,0,316,COMPLETE,False,False,False,False,0.138,-3.4356,6,-0.2668,-1.9942,-2.651
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_456,2026-05-16 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,46,Low,Medium,MONITOR_ONLY,False,656.138,نامشخص,نامشخص,[],TRENDING_BEAR,75,0,46,28,17,0,6,-7,0,310,COMPLETE,False,False,False,False,0.2003,-0.9339,6,-0.0024,-0.1561,-0.0418
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_462,2026-05-17 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,37,Low,Low,MONITOR_ONLY,False,655.864,نامشخص,نامشخص,[],TRENDING_BEAR,37,0,37,17,17,0,6,-5,0,304,COMPLETE,False,False,False,False,0.2638,-3.2903,6,-0.974,-2.137,-1.7116
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_468,2026-05-18 16:00:00,BNB/USDT,4h,kucoin,SHORT,56,Medium,Low,WATCHLIST,False,644.638,643 - 647,655,"[""636"", ""629"", ""623""]",TRENDING_BEAR,100,0,56,28,17,0,10,-5,0,298,COMPLETE,False,False,False,False,1.3088,-0.3903,6,0.2006,-0.2018,0.7885
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_474,2026-05-19 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,44,Low,Medium,MONITOR_ONLY,False,639.555,نامشخص,نامشخص,[],TRENDING_BEAR,100,0,44,28,17,0,6,-9,0,292,COMPLETE,False,False,False,False,1.8425,-0.3404,6,0.0291,0.5932,1.6785
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_480,2026-05-20 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,37,Low,Low,MONITOR_ONLY,False,650.29,نامشخص,نامشخص,[],SIDEWAYS,37,37,0,17,25,0,7,-2,0,286,COMPLETE,False,False,False,False,1.4206,-3.1324,6,-0.1601,0.4147,1.1633
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_486,2026-05-21 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,48,Low,Low,MONITOR_ONLY,False,657.855,نامشخص,نامشخص,[],TRENDING_BEAR,62,48,11,28,27,7,4,-2,0,280,COMPLETE,False,False,False,False,0.9327,-1.4304,6,0.1102,0.2292,-0.8385
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_492,2026-05-22 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,25,Low,Low,MONITOR_ONLY,False,652.339,نامشخص,نامشخص,[],TRENDING_BULL,37,25,15,11,8,3,6,-5,0,274,COMPLETE,False,False,False,False,0.2683,-2.6215,6,-0.2906,-2.3961,-0.0196
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_498,2026-05-23 16:00:00,BNB/USDT,4h,kucoin,LONG,54,Low,Low,NOT_ACTIONABLE,False,652.211,650 - 653,642,"[""661"", ""667"", ""674""]",SIDEWAYS,62,54,7,28,22,11,3,0,0,268,COMPLETE,True,False,False,False,1.7635,-0.0856,6,0.5961,0.6976,0.5908
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_504,2026-05-24 16:00:00,BNB/USDT,4h,kucoin,LONG,50,Low,Low,NOT_ACTIONABLE,False,656.064,654 - 657,647,"[""664"", ""670"", ""676""]",TRENDING_BULL,62,50,0,28,22,0,0,-4,0,262,COMPLETE,True,True,False,False,2.5996,-0.9731,6,0.0983,0.8853,0.9656
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_510,2026-05-25 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,45,Low,Low,MONITOR_ONLY,False,662.399,نامشخص,نامشخص,[],TRENDING_BULL,62,45,2,28,17,0,3,-5,0,256,COMPLETE,False,False,False,False,0.8376,-1.3578,6,0.1117,-0.6889,-0.7942
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_516,2026-05-26 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,18,Low,Low,MONITOR_ONLY,False,657.138,نامشخص,نامشخص,[],TRENDING_BULL,62,18,18,11,2,0,8,-5,0,250,COMPLETE,False,False,False,False,0.4217,-1.0534,6,-0.1272,-0.5745,-0.5643
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_522,2026-05-27 16:00:00,BNB/USDT,4h,kucoin,SHORT,55,Medium,Low,WATCHLIST,False,653.43,652 - 655,661,"[""647"", ""642"", ""636""]",TRENDING_BEAR,37,0,55,17,28,0,6,0,0,244,COMPLETE,True,True,True,False,3.8336,-0.24,6,0.6813,2.8269,2.0936
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_528,2026-05-28 16:00:00,BNB/USDT,4h,kucoin,SHORT,59,Medium,Low,WATCHLIST,False,639.75,639 - 642,648,"[""633"", ""627"", ""621""]",TRENDING_BEAR,75,2,59,28,17,3,10,-5,0,238,COMPLETE,True,False,False,False,1.4081,-0.8209,6,0.2187,0.4245,-0.2506
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_534,2026-05-29 16:00:00,BNB/USDT,4h,kucoin,NEUTRAL,27,Low,Medium,MONITOR_ONLY,False,641.353,نامشخص,نامشخص,[],TRENDING_BEAR,62,0,27,11,14,3,6,-9,0,232,COMPLETE,False,False,False,False,13.0072,-0.007,6,0.247,4.9145,12.425
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BNBUSDT_540,2026-05-30 16:00:00,BNB/USDT,4h,kucoin,LONG,52,Low,Medium,NOT_ACTIONABLE,False,721.041,718 - 723,708,"[""732"", ""741"", ""749""]",SIDEWAYS,50,52,0,28,24,15,7,-12,0,226,COMPLETE,True,True,False,True,3.4087,-2.475,6,-0.3276,-0.1847,-1.6931
