source,run_id,decision_id,candle_timestamp,symbol,timeframe,provider,side,score,confidence_label,risk_label,actionability,is_actionable,entry_price,entry_zone,stop_zone,targets,regime_label,regime_confidence,long_score,short_score,trend_score,momentum_score,volume_score,structure_score,risk_penalty,historical_edge_score,available_future_candles,evaluation_status,target_1_hit,target_2_hit,target_3_hit,stop_hit,mfe_pct,mae_pct,evaluated_candles,return_after_4h_pct,return_after_12h_pct,return_after_24h_pct
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_120,2026-03-21 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,44,Low,Low,MONITOR_ONLY,False,70393.7,نامشخص,نامشخص,[],TRENDING_BEAR,62,0,44,28,20,0,5,0,-11,646,COMPLETE,False,False,False,False,0.1705,-3.2335,6,-2.0942,-2.0954,-3.1179
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_126,2026-03-22 16:00:00,BTC/USDT,4h,kucoin,SHORT,51,Low,Low,NOT_ACTIONABLE,False,68198.9,"68,060 - 68,430","69,310","[""67,273"", ""66,532"", ""65,791""]",TRENDING_BEAR,62,0,51,28,27,0,3,0,-11,640,COMPLETE,False,False,False,True,1.2354,-5.297,6,0.4893,-0.1969,-3.6517
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_132,2026-03-23 16:00:00,BTC/USDT,4h,kucoin,LONG,51,Low,Low,NOT_ACTIONABLE,False,70689.3,"70,381 - 70,874","69,212","[""71,921"", ""72,906"", ""73,891""]",UNKNOWN,25,51,3,17,28,5,3,-2,0,634,COMPLETE,False,False,False,True,1.0062,-2.5298,6,0.3023,0.8573,-1.8675
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_138,2026-03-24 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,37,Low,Low,MONITOR_ONLY,False,69369.2,نامشخص,نامشخص,[],TRENDING_BEAR,37,0,37,17,22,0,6,0,-12,628,COMPLETE,False,False,False,False,3.8161,-0.1171,6,1.7114,2.2408,2.1781
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_144,2026-03-25 16:00:00,BTC/USDT,4h,kucoin,LONG,71,Medium-High,Low,WATCHLIST,False,70880.1,"70,597 - 71,050","69,523","[""72,011"", ""72,915"", ""73,820""]",TRENDING_BULL,75,71,0,28,22,3,6,-4,12,622,COMPLETE,False,False,False,True,1.0071,-3.8416,6,0.6391,-1.1203,-3.3236
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_150,2026-03-26 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,31,Low,Low,MONITOR_ONLY,False,68524.3,نامشخص,نامشخص,[],TRENDING_BULL,37,1,31,17,28,0,4,-2,0,616,COMPLETE,False,False,False,False,1.383,-4.3345,6,0.4267,0.0064,-3.6076
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_156,2026-03-27 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,46,Low,Medium,MONITOR_ONLY,False,66052.2,نامشخص,نامشخص,[],TRENDING_BEAR,62,0,46,28,19,3,7,-13,0,610,COMPLETE,False,False,False,False,1.8761,-0.3611,6,0.5408,0.7742,1.3088
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_162,2026-03-28 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,40,Low,Low,MONITOR_ONLY,False,66916.7,نامشخص,نامشخص,[],UNKNOWN,25,0,40,17,22,0,3,-2,0,604,COMPLETE,False,False,False,False,0.3197,-1.136,6,-0.7855,-0.3679,-0.8366
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_168,2026-03-29 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,39,Low,Low,MONITOR_ONLY,False,66356.9,نامشخص,نامشخص,[],TRENDING_BEAR,62,0,39,28,19,0,3,-2,-11,598,COMPLETE,False,False,False,False,2.7474,-2.0491,6,-0.5151,1.9156,0.2924
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_174,2026-03-30 16:00:00,BTC/USDT,4h,kucoin,SHORT,69,Medium,Low,WATCHLIST,False,66550.9,"66,410 - 66,785","67,674","[""65,615"", ""64,866"", ""64,117""]",TRENDING_BEAR,100,0,69,28,24,7,6,0,-3,592,COMPLETE,False,False,False,True,0.8473,-3.055,6,-0.3719,-1.2254,-1.9364
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_180,2026-03-31 16:00:00,BTC/USDT,4h,kucoin,LONG,77,Medium-High,Low,WATCHLIST,False,67839.6,"67,568 - 68,002","66,537","[""68,925"", ""69,794"", ""70,662""]",TRENDING_BULL,37,77,0,28,28,11,3,0,0,586,COMPLETE,True,False,False,False,2.1874,-0.3625,6,0.6527,1.2612,0.4776
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_186,2026-04-01 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,36,Low,Low,MONITOR_ONLY,False,68163.6,نامشخص,نامشخص,[],SIDEWAYS,62,36,15,28,17,3,3,-5,0,580,COMPLETE,False,False,False,False,0.7271,-3.5817,6,-0.0669,-1.813,-1.7393
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_192,2026-04-02 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,25,Low,Medium,MONITOR_ONLY,False,66978.0,نامشخص,نامشخص,[],SIDEWAYS,37,2,25,17,17,3,7,-9,0,574,COMPLETE,False,False,False,False,0.6009,-1.0435,6,-0.1065,0.1042,-0.1408
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_198,2026-04-03 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,18,Low,Medium,MONITOR_ONLY,False,66883.7,نامشخص,نامشخص,[],SIDEWAYS,62,0,18,17,17,0,3,-9,0,568,COMPLETE,False,False,False,False,0.9986,-0.1543,6,0.1199,0.1929,0.6039
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_204,2026-04-04 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,12,Low,Medium,MONITOR_ONLY,False,67287.6,نامشخص,نامشخص,[],SIDEWAYS,62,12,11,6,20,0,3,-7,0,562,COMPLETE,False,False,False,False,0.8224,-1.002,6,0.022,-0.6972,0.1009
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_210,2026-04-05 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,37,Low,Low,MONITOR_ONLY,False,67355.5,نامشخص,نامشخص,[],QUIET,75,37,0,17,25,0,3,-4,0,556,COMPLETE,False,False,False,False,4.4362,-0.0255,6,2.4687,2.6011,3.5338
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_216,2026-04-06 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,31,Low,Medium,MONITOR_ONLY,False,69735.7,نامشخص,نامشخص,[],SIDEWAYS,50,31,4,28,14,5,7,-13,0,550,COMPLETE,False,False,False,False,0.3404,-2.8744,6,-1.2686,-1.5963,-1.0365
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_222,2026-04-07 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,34,Low,Low,MONITOR_ONLY,False,69012.9,نامشخص,نامشخص,[],TRENDING_BEAR,37,34,19,17,24,9,0,0,0,544,COMPLETE,False,False,False,False,5.5717,0.0051,6,4.2189,3.7973,3.365
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_228,2026-04-08 16:00:00,BTC/USDT,4h,kucoin,LONG,62,Medium,Low,WATCHLIST,False,71335.2,"71,071 - 71,494","70,067","[""72,392"", ""73,238"", ""74,083""]",TRENDING_BULL,100,62,0,28,19,3,6,-4,8,538,COMPLETE,True,False,False,False,1.7039,-1.2096,6,-0.3642,-0.5052,1.0948
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_234,2026-04-09 16:00:00,BTC/USDT,4h,kucoin,LONG,53,Low,Medium,NOT_ACTIONABLE,False,72116.2,"71,865 - 72,267","70,910","[""73,122"", ""73,926"", ""74,730""]",TRENDING_BULL,62,53,0,28,17,5,3,-9,4,532,COMPLETE,True,False,False,False,1.6333,-0.9508,6,-0.4256,-0.8714,1.5777
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_240,2026-04-10 16:00:00,BTC/USDT,4h,kucoin,LONG,76,Medium-High,Low,WATCHLIST,False,73254.0,"73,000 - 73,407","72,033","[""74,271"", ""75,085"", ""75,899""]",TRENDING_BULL,100,76,0,28,24,0,10,-6,12,526,COMPLETE,False,False,False,False,0.7469,-1.0032,6,-0.4056,-0.698,0.5773
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_246,2026-04-11 16:00:00,BTC/USDT,4h,kucoin,LONG,83,Medium-High,Low,ACTIONABLE,True,73676.9,"73,465 - 73,804","72,660","[""74,524"", ""75,202"", ""75,880""]",TRENDING_BULL,100,83,0,28,27,11,10,-4,0,520,COMPLETE,False,False,False,True,0.0164,-4.1633,6,-0.8639,-2.7258,-3.5171
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_252,2026-04-12 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,39,Low,Low,MONITOR_ONLY,False,71085.6,نامشخص,نامشخص,[],UNKNOWN,25,11,39,17,20,0,7,-5,0,514,COMPLETE,False,False,False,False,3.3716,-0.8163,6,-0.4829,-0.3659,3.1497
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_258,2026-04-13 16:00:00,BTC/USDT,4h,kucoin,LONG,71,Medium-High,Low,WATCHLIST,False,73324.6,"73,101 - 73,459","72,250","[""74,220"", ""74,937"", ""75,653""]",TRENDING_BULL,37,71,0,17,24,11,6,-2,8,508,COMPLETE,True,True,True,False,3.7045,-0.4139,6,1.4814,1.6689,1.2401
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_264,2026-04-14 16:00:00,BTC/USDT,4h,kucoin,LONG,75,Medium-High,Low,WATCHLIST,False,74233.9,"73,977 - 74,388","73,001","[""75,262"", ""76,084"", ""76,906""]",TRENDING_BULL,100,75,6,28,17,5,10,-5,11,502,COMPLETE,True,False,False,False,1.4163,-0.9612,6,-0.1245,-0.6731,1.0427
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_270,2026-04-15 16:00:00,BTC/USDT,4h,kucoin,LONG,90,High,Low,ACTIONABLE,True,75007.9,"74,762 - 75,155","73,829","[""75,991"", ""76,777"", ""77,563""]",TRENDING_BULL,100,90,0,28,30,7,6,0,12,496,COMPLETE,False,False,False,True,0.5583,-2.2619,6,-0.2628,-0.3876,0.453
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_276,2026-04-16 16:00:00,BTC/USDT,4h,kucoin,LONG,68,Medium,Low,WATCHLIST,False,75347.7,"75,096 - 75,499","74,138","[""76,356"", ""77,163"", ""77,969""]",TRENDING_BULL,62,68,0,28,22,3,3,0,8,490,COMPLETE,True,True,True,False,3.989,-1.0697,6,-0.2672,-0.3538,2.7195
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_282,2026-04-17 16:00:00,BTC/USDT,4h,kucoin,LONG,55,Medium,Medium,WATCHLIST,False,77396.8,"77,124 - 77,561","76,086","[""78,489"", ""79,363"", ""80,238""]",TRENDING_BULL,62,55,0,28,17,3,7,-9,7,484,COMPLETE,False,False,False,True,0.2778,-2.5226,6,-0.4184,-0.5122,-2.2544
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_288,2026-04-18 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,23,Low,Low,MONITOR_ONLY,False,75652.0,نامشخص,نامشخص,[],SIDEWAYS,37,7,23,6,24,0,3,0,0,478,COMPLETE,False,False,False,False,0.7849,-1.3807,6,0.0604,-0.5178,-0.8826
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_294,2026-04-19 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,38,Low,Low,MONITOR_ONLY,False,74984.3,نامشخص,نامشخص,[],TRENDING_BULL,62,10,38,17,30,7,0,0,0,472,COMPLETE,False,False,False,False,1.9887,-1.6837,6,-1.5777,-0.2038,1.751
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_300,2026-04-20 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,30,Low,Low,MONITOR_ONLY,False,76297.3,نامشخص,نامشخص,[],TRENDING_BEAR,37,30,14,17,22,3,4,0,0,466,COMPLETE,False,False,False,False,0.8109,-1.931,6,-0.5937,-0.2581,-1.6731
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_306,2026-04-21 16:00:00,BTC/USDT,4h,kucoin,SHORT,76,Medium-High,Low,WATCHLIST,False,75020.8,"74,874 - 75,265","76,193","[""74,044"", ""73,262"", ""72,481""]",TRENDING_BEAR,37,0,76,28,28,9,3,0,1,460,COMPLETE,False,False,False,True,0.0472,-5.9272,6,-1.7393,-3.9801,-5.1034
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_312,2026-04-22 16:00:00,BTC/USDT,4h,kucoin,LONG,69,Medium,Medium,WATCHLIST,False,78849.4,"78,596 - 79,002","77,631","[""79,865"", ""80,677"", ""81,489""]",TRENDING_BULL,100,69,0,28,17,5,10,-7,7,454,COMPLETE,False,False,False,True,0.0878,-2.3843,6,-0.8477,-1.0093,-1.4474
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_318,2026-04-23 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,36,Low,Low,MONITOR_ONLY,False,77708.1,نامشخص,نامشخص,[],TRENDING_BULL,62,36,9,11,14,5,6,-5,0,448,COMPLETE,False,False,False,False,1.1072,-0.4357,6,0.6983,-0.0749,-0.1019
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_324,2026-04-24 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,23,Low,Low,MONITOR_ONLY,False,77628.9,نامشخص,نامشخص,[],SIDEWAYS,37,7,23,6,24,0,3,0,0,442,COMPLETE,False,False,False,False,0.3285,-0.6206,6,-0.2439,-0.1555,-0.3969
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_330,2026-04-25 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,31,Low,Low,MONITOR_ONLY,False,77320.8,نامشخص,نامشخص,[],SIDEWAYS,37,0,31,17,25,0,3,-4,0,436,COMPLETE,False,False,False,False,1.5096,-0.0176,6,0.3822,1.0044,1.1615
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_336,2026-04-26 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,34,Low,Low,MONITOR_ONLY,False,78218.9,نامشخص,نامشخص,[],QUIET,75,34,3,17,19,0,4,-2,0,430,COMPLETE,False,False,False,False,1.5981,-2.2571,6,0.5372,-0.7772,-1.7181
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_342,2026-04-27 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,28,Low,Medium,MONITOR_ONLY,False,76875.0,نامشخص,نامشخص,[],SIDEWAYS,50,0,28,17,20,3,7,-9,0,424,COMPLETE,False,False,False,False,0.7804,-1.5722,6,0.643,-0.0044,-0.72
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_348,2026-04-28 16:00:00,BTC/USDT,4h,kucoin,SHORT,52,Low,Low,NOT_ACTIONABLE,False,76321.5,"76,207 - 76,513","77,241","[""75,555"", ""74,942"", ""74,329""]",TRENDING_BEAR,100,0,52,28,17,0,10,-5,-4,418,COMPLETE,True,False,False,True,1.7872,-2.0611,6,-0.0173,-0.962,0.9953
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_354,2026-04-29 16:00:00,BTC/USDT,4h,kucoin,SHORT,72,Medium-High,Low,ACTIONABLE,True,75561.9,"75,433 - 75,777","76,597","[""74,700"", ""74,010"", ""73,320""]",TRENDING_BEAR,62,0,72,28,25,7,7,-2,0,412,COMPLETE,False,False,False,True,0.3061,-1.4583,6,-0.2931,-0.8062,-1.1269
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_360,2026-04-30 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,15,Low,Low,MONITOR_ONLY,False,76413.4,نامشخص,نامشخص,[],SIDEWAYS,37,4,15,11,13,0,5,-4,0,406,COMPLETE,False,False,False,False,3.2753,-0.2727,6,-0.1012,0.9392,2.5527
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_366,2026-05-01 16:00:00,BTC/USDT,4h,kucoin,LONG,65,Medium,Medium,WATCHLIST,False,78364.0,"78,171 - 78,480","77,437","[""79,136"", ""79,754"", ""80,372""]",TRENDING_BULL,75,65,0,28,20,0,10,-9,10,400,COMPLETE,False,False,False,False,0.2858,-0.772,6,-0.1713,-0.1788,0.1453
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_372,2026-05-02 16:00:00,BTC/USDT,4h,kucoin,LONG,51,Low,Medium,NOT_ACTIONABLE,False,78477.9,"78,320 - 78,573","77,718","[""79,111"", ""79,618"", ""80,125""]",TRENDING_BULL,75,51,0,28,17,0,6,-9,7,394,COMPLETE,True,False,False,False,0.8562,-0.504,6,0.2658,-0.1546,0.3615
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_378,2026-05-03 16:00:00,BTC/USDT,4h,kucoin,LONG,66,Medium,Low,WATCHLIST,False,78761.6,"78,619 - 78,847","78,078","[""79,331"", ""79,786"", ""80,242""]",TRENDING_BULL,100,66,0,28,22,0,6,-2,8,388,COMPLETE,True,True,True,False,2.5431,-0.6883,6,-0.2491,1.1878,1.6428
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_384,2026-05-04 16:00:00,BTC/USDT,4h,kucoin,LONG,71,Medium-High,Low,ACTIONABLE,True,80055.5,"79,828 - 80,192","78,962","[""80,967"", ""81,696"", ""82,425""]",TRENDING_BULL,100,71,0,28,25,5,6,-4,4,382,COMPLETE,True,True,False,False,2.0781,-0.3699,6,-0.2426,1.0208,1.9392
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_390,2026-05-05 16:00:00,BTC/USDT,4h,kucoin,LONG,72,Medium-High,Medium,WATCHLIST,False,81607.9,"81,395 - 81,735","80,588","[""82,458"", ""83,138"", ""83,818""]",TRENDING_BULL,100,72,0,28,22,0,10,-8,12,376,COMPLETE,True,False,False,False,1.5095,-1.0612,6,-0.8446,-0.2862,-0.1686
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_396,2026-05-06 16:00:00,BTC/USDT,4h,kucoin,LONG,56,Medium,Medium,WATCHLIST,False,81470.3,"81,241 - 81,608","80,370","[""82,387"", ""83,120"", ""83,854""]",TRENDING_BULL,100,56,0,28,17,3,6,-7,7,370,COMPLETE,False,False,False,True,0.2915,-2.4206,6,-0.0274,0.0676,-1.6282
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_402,2026-05-07 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,21,Low,Medium,MONITOR_ONLY,False,80143.8,نامشخص,نامشخص,[],TRENDING_BULL,62,16,21,17,20,3,4,-7,0,364,COMPLETE,False,False,False,False,0.4507,-1.1805,6,-0.1747,-0.5753,0.0341
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_408,2026-05-08 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,37,Low,Medium,MONITOR_ONLY,False,80171.1,نامشخص,نامشخص,[],TRENDING_BEAR,37,0,37,28,17,0,3,-9,-4,358,COMPLETE,False,False,False,False,1.1342,-0.1053,6,0.0319,0.073,0.9385
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_414,2026-05-09 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,40,Low,Low,MONITOR_ONLY,False,80923.5,نامشخص,نامشخص,[],SIDEWAYS,50,40,0,17,24,2,7,0,0,352,COMPLETE,False,False,False,False,0.8092,-0.4397,6,-0.2888,-0.2358,0.6228
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_420,2026-05-10 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,45,Low,Low,MONITOR_ONLY,False,81427.5,نامشخص,نامشخص,[],SIDEWAYS,50,45,0,28,25,2,7,-4,-3,346,COMPLETE,False,False,False,False,1.2734,-1.4025,6,0.9729,-0.8419,0.6612
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_426,2026-05-11 16:00:00,BTC/USDT,4h,kucoin,LONG,80,Medium-High,Low,ACTIONABLE,True,81965.9,"81,776 - 82,080","81,053","[""82,727"", ""83,336"", ""83,944""]",TRENDING_BULL,75,80,0,28,30,9,6,0,0,340,COMPLETE,False,False,False,True,0.1526,-2.5744,6,-0.2718,-1.351,-1.3951
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_432,2026-05-12 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,22,Low,Low,MONITOR_ONLY,False,80822.4,نامشخص,نامشخص,[],SIDEWAYS,62,22,14,11,13,3,5,0,0,334,COMPLETE,False,False,False,False,0.6081,-2.537,6,-0.3979,0.2502,-1.4606
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_438,2026-05-13 16:00:00,BTC/USDT,4h,kucoin,SHORT,71,Medium-High,Low,ACTIONABLE,True,79641.9,"79,520 - 79,845","80,619","[""78,828"", ""78,176"", ""77,525""]",TRENDING_BEAR,75,5,71,28,20,5,10,-5,4,328,COMPLETE,False,False,False,True,0.8968,-3.0178,6,0.4043,-0.1411,-2.2458
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_444,2026-05-14 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,33,Low,Low,MONITOR_ONLY,False,81430.5,نامشخص,نامشخص,[],TRENDING_BEAR,37,33,11,17,25,7,4,-4,0,322,COMPLETE,False,False,False,False,0.2861,-3.4126,6,-0.4064,-0.7438,-2.8046
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_450,2026-05-15 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,30,Low,Low,MONITOR_ONLY,False,79146.7,نامشخص,نامشخص,[],SIDEWAYS,50,0,30,28,25,0,3,-4,-12,316,COMPLETE,False,False,False,False,0.1027,-1.8884,6,-0.0517,-0.9613,-1.1235
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_456,2026-05-16 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,37,Low,Medium,MONITOR_ONLY,False,78257.5,نامشخص,نامشخص,[],TRENDING_BEAR,62,0,37,28,17,0,3,-9,-4,310,COMPLETE,False,False,False,False,0.4365,-0.6798,6,-0.1491,-0.1058,0.2161
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_462,2026-05-17 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,34,Low,Low,MONITOR_ONLY,False,78426.6,نامشخص,نامشخص,[],UNKNOWN,25,14,34,17,17,0,5,-5,0,304,COMPLETE,False,False,False,False,0.0844,-3.0233,6,-1.2231,-1.7258,-1.9141
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_468,2026-05-18 16:00:00,BTC/USDT,4h,kucoin,SHORT,53,Low,Low,NOT_ACTIONABLE,False,76925.4,"76,804 - 77,128","77,896","[""76,117"", ""75,470"", ""74,823""]",TRENDING_BEAR,62,9,53,28,17,5,7,-5,-4,298,COMPLETE,False,False,False,False,1.0128,-0.6313,6,-0.1085,-0.3967,0.1356
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_474,2026-05-19 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,49,Low,Low,MONITOR_ONLY,False,76821.1,نامشخص,نامشخص,[],TRENDING_BEAR,100,4,49,28,11,3,6,-5,4,292,COMPLETE,False,False,False,False,1.3393,-0.3867,6,0.0184,0.6026,1.1059
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_480,2026-05-20 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,40,Low,Low,MONITOR_ONLY,False,77670.7,نامشخص,نامشخص,[],SIDEWAYS,37,40,0,17,25,3,7,-2,0,286,COMPLETE,False,False,False,False,0.6839,-1.2151,6,-0.1526,0.279,0.0394
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_486,2026-05-21 16:00:00,BTC/USDT,4h,kucoin,LONG,86,High,Low,ACTIONABLE,True,77701.3,"77,514 - 77,814","76,803","[""78,450"", ""79,048"", ""79,647""]",TRENDING_BULL,75,86,0,28,27,9,6,-2,11,280,COMPLETE,False,False,False,True,0.2544,-2.615,6,-0.0973,-0.3857,-2.3711
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_492,2026-05-22 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,46,Low,Low,MONITOR_ONLY,False,75858.9,نامشخص,نامشخص,[],SIDEWAYS,50,0,46,17,27,7,7,-2,0,274,COMPLETE,False,False,False,False,0.3045,-2.0964,6,-0.4174,-1.6446,0.1698
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_498,2026-05-23 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,28,Low,Low,MONITOR_ONLY,False,75987.7,نامشخص,نامشخص,[],TRENDING_BEAR,62,6,28,11,14,0,6,-5,0,268,COMPLETE,False,False,False,False,2.0301,-0.0447,6,0.999,1.0758,1.0348
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_504,2026-05-24 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,29,Low,Low,MONITOR_ONLY,False,76774.0,نامشخص,نامشخص,[],SIDEWAYS,62,29,1,6,30,0,3,0,0,262,COMPLETE,False,False,False,False,1.4716,-0.8623,6,0.3712,0.833,0.8856
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_510,2026-05-25 16:00:00,BTC/USDT,4h,kucoin,LONG,53,Low,Medium,NOT_ACTIONABLE,False,77453.9,"77,277 - 77,560","76,607","[""78,160"", ""78,725"", ""79,289""]",TRENDING_BULL,75,53,0,28,17,0,6,-7,7,256,COMPLETE,False,False,False,True,0.8031,-2.1601,6,-0.1653,-0.9388,-1.8265
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_516,2026-05-26 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,38,Low,Low,MONITOR_ONLY,False,76039.2,نامشخص,نامشخص,[],TRENDING_BULL,37,13,38,17,28,5,4,0,0,250,COMPLETE,False,False,False,False,0.1802,-1.8072,6,-0.1403,-0.0971,-1.283
BACKTEST,backtest_20260707_115623,backtest_20260707_115623_BTCUSDT_522,2026-05-27 16:00:00,BTC/USDT,4h,kucoin,NEUTRAL,48,Low,Low,MONITOR_ONLY,False,75063.6,نامشخص,نامشخص,[],TRENDING_BEAR,62,0,48,28,22,3,4,-2,-11,244,COMPLETE,False,False,False,False,0.478,-3.2888,6,-0.8152,-2.0892,-2.1949
