gate,family,description,verdict,live_safe,samples,rows,sample_share_pct,avg_return_pct,median_return_pct,win_rate,target_1_hit_rate,stop_hit_rate,mfe_mean_pct,mae_mean_pct,mfe_mae_ratio,best_return_pct,worst_return_pct,avg_4h_return_pct,avg_12h_return_pct,avg_24h_return_pct,research_score,warnings,filters
ACTIONABLE_SCORE_GE_70_LONG,actionability_score_side,ACTIONABLE + score >= 70 + LONG.,REJECT_NEGATIVE_EDGE,True,30,30,10.17,-0.0682,0.2951,53.33,50.0,60.0,1.8006,-2.4222,0.743,5.4035,-5.0698,-0.4473,-0.7613,-0.0682,-0.144,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 70, ""side_in"": [""LONG""]}"
LONG_SCORE60_ACTIONABLE,composite,LONG + ACTIONABLE + score>=60.,REJECT_NEGATIVE_EDGE,True,30,30,10.17,-0.0682,0.2951,53.33,50.0,60.0,1.8006,-2.4222,0.743,5.4035,-5.0698,-0.4473,-0.7613,-0.0682,-0.144,"[""میانگین بازده منفی است.""]","{""side_in"": [""LONG""], ""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 60}"
SYMBOL_XRPUSDT,symbol,فقط نماد XRP/USDT.,REJECT_NEGATIVE_EDGE,True,41,41,13.9,-0.151,0.0624,51.22,51.22,51.22,1.8807,-2.2483,0.836,4.6531,-4.3192,-0.4162,-0.5814,-0.151,-0.1491,"[""میانگین بازده منفی است.""]","{""symbol_in"": [""XRP/USDT""]}"
SYMBOL_WATCH_OR_ACTIONABLE_SOLUSDT,symbol_actionability,SOL/USDT + WATCHLIST/ACTIONABLE.,REJECT_NEGATIVE_EDGE,True,40,40,13.56,-0.1278,-0.1213,47.5,52.5,52.5,2.3949,-2.5927,0.924,6.9713,-10.3172,-0.2253,-0.5163,-0.1278,-0.1729,"[""میانگین بازده منفی است.""]","{""symbol_in"": [""SOL/USDT""], ""actionability_in"": [""WATCHLIST"", ""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
REGIME_TRENDING_BULL,regime,فقط regime=TRENDING_BULL.,REJECT_NEGATIVE_EDGE,True,136,136,46.1,-0.1985,0.1493,53.68,48.53,50.0,1.7052,-2.1211,0.804,5.4035,-6.4619,-0.2681,-0.4559,-0.1985,-0.1776,"[""میانگین بازده منفی است.""]","{""regime_in"": [""TRENDING_BULL""]}"
SCORE_GE_60,score,score >= 60,REJECT_NEGATIVE_EDGE,True,154,154,52.2,-0.1423,-0.1501,48.05,48.7,49.35,1.9403,-2.2353,0.868,5.6706,-6.4619,-0.2232,-0.4578,-0.1423,-0.1913,"[""میانگین بازده منفی است.""]","{""score_min"": 60}"
SYMBOL_DOGEUSDT,symbol,فقط نماد DOGE/USDT.,REJECT_NEGATIVE_EDGE,True,48,48,16.27,-0.1383,-0.4938,39.58,50.0,41.67,2.555,-2.4261,1.053,9.0062,-6.4619,-0.0738,-0.2218,-0.1383,-0.206,"[""میانگین بازده منفی است.""]","{""symbol_in"": [""DOGE/USDT""]}"
SYMBOL_BNBUSDT,symbol,فقط نماد BNB/USDT.,REJECT_NEGATIVE_EDGE,True,50,50,16.95,-0.161,-0.1765,46.0,50.0,48.0,1.6255,-1.7328,0.938,3.3114,-3.3654,-0.0871,-0.2894,-0.161,-0.2072,"[""میانگین بازده منفی است.""]","{""symbol_in"": [""BNB/USDT""]}"
VOLUME_SCORE_GE_5,component,volume_score >= 5.,REJECT_NEGATIVE_EDGE,True,142,142,48.14,-0.1907,-0.1691,47.18,50.7,47.18,2.1814,-2.4578,0.888,9.0062,-10.3172,-0.2848,-0.5666,-0.1907,-0.209,"[""میانگین بازده منفی است.""]","{""volume_score_min"": 5}"
SYMBOL_WATCH_OR_ACTIONABLE_ETHUSDT,symbol_actionability,ETH/USDT + WATCHLIST/ACTIONABLE.,REJECT_NEGATIVE_EDGE,True,36,36,12.2,-0.3211,0.1296,52.78,55.56,47.22,2.0406,-2.4071,0.848,5.6706,-5.6986,-0.1389,-0.3343,-0.3211,-0.2112,"[""میانگین بازده منفی است.""]","{""symbol_in"": [""ETH/USDT""], ""actionability_in"": [""WATCHLIST"", ""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
SYMBOL_WATCH_OR_ACTIONABLE_DOGEUSDT,symbol_actionability,DOGE/USDT + WATCHLIST/ACTIONABLE.,REJECT_NEGATIVE_EDGE,True,38,38,12.88,-0.159,-0.4938,39.47,50.0,42.11,2.6617,-2.4716,1.077,9.0062,-6.4619,-0.0975,-0.2033,-0.159,-0.2303,"[""میانگین بازده منفی است.""]","{""symbol_in"": [""DOGE/USDT""], ""actionability_in"": [""WATCHLIST"", ""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
LONG_ONLY,side,فقط معاملات LONG.,REJECT_NEGATIVE_EDGE,True,150,150,50.85,-0.2283,0.1159,52.0,47.33,49.33,1.735,-2.0798,0.834,5.4035,-6.4619,-0.2207,-0.4008,-0.2283,-0.2349,"[""میانگین بازده منفی است.""]","{""side_in"": [""LONG""]}"
SCORE_GE_50_LONG,score_side,score >= 50 + LONG.,REJECT_NEGATIVE_EDGE,True,150,150,50.85,-0.2283,0.1159,52.0,47.33,49.33,1.735,-2.0798,0.834,5.4035,-6.4619,-0.2207,-0.4008,-0.2283,-0.2349,"[""میانگین بازده منفی است.""]","{""score_min"": 50, ""side_in"": [""LONG""]}"
LONG_SCORE_GE_50,component,long_score >= 50.,REJECT_NEGATIVE_EDGE,True,150,150,50.85,-0.2283,0.1159,52.0,47.33,49.33,1.735,-2.0798,0.834,5.4035,-6.4619,-0.2207,-0.4008,-0.2283,-0.2349,"[""میانگین بازده منفی است.""]","{""long_score_min"": 50}"
CONFIDENCE_MEDIUM,confidence,فقط confidence=Medium.,REJECT_NEGATIVE_EDGE,True,158,158,53.56,-0.2024,-0.265,46.2,50.0,49.37,2.1397,-2.193,0.976,9.0062,-10.3172,-0.1013,-0.2894,-0.2024,-0.2555,"[""میانگین بازده منفی است.""]","{""confidence_in"": [""Medium""]}"
REGIME_TRENDING_BEAR,regime,فقط regime=TRENDING_BEAR.,REJECT_NEGATIVE_EDGE,True,138,138,46.78,-0.1894,-0.4333,41.3,50.0,44.2,2.1768,-2.2881,0.951,9.0062,-10.3172,-0.136,-0.329,-0.1894,-0.2668,"[""میانگین بازده منفی است.""]","{""regime_in"": [""TRENDING_BEAR""]}"
WATCH_OR_ACTIONABLE_LONG,actionability_side,WATCHLIST/ACTIONABLE فقط سمت LONG.,REJECT_NEGATIVE_EDGE,True,117,117,39.66,-0.2713,0.1371,52.99,47.86,50.43,1.8048,-2.1285,0.848,5.4035,-6.4619,-0.2152,-0.403,-0.2713,-0.2673,"[""میانگین بازده منفی است.""]","{""side_in"": [""LONG""], ""actionability_in"": [""WATCHLIST"", ""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
WATCHLIST_ONLY,actionability,فقط WATCHLIST برای مقایسه با ACTIONABLE.,REJECT_NEGATIVE_EDGE,True,176,176,59.66,-0.2406,-0.2015,46.59,51.14,48.3,2.0962,-2.2095,0.949,9.0062,-10.3172,-0.1222,-0.3353,-0.2406,-0.2684,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""WATCHLIST""]}"
SCORE_GE_70_LONG,score_side,score >= 70 + LONG.,REJECT_NEGATIVE_EDGE,True,43,43,14.58,-0.2758,0.3539,53.49,51.16,53.49,1.6671,-2.3532,0.708,5.4035,-6.4619,-0.3187,-0.6747,-0.2758,-0.276,"[""میانگین بازده منفی است.""]","{""score_min"": 70, ""side_in"": [""LONG""]}"
LONG_SCORE_GE_70,component,long_score >= 70.,REJECT_NEGATIVE_EDGE,True,43,43,14.58,-0.2758,0.3539,53.49,51.16,53.49,1.6671,-2.3532,0.708,5.4035,-6.4619,-0.3187,-0.6747,-0.2758,-0.276,"[""میانگین بازده منفی است.""]","{""long_score_min"": 70}"
WATCHLIST_OR_ACTIONABLE,actionability,WATCHLIST یا ACTIONABLE؛ گیت نیمه‌محافظه‌کار.,REJECT_NEGATIVE_EDGE,True,222,222,75.25,-0.2203,-0.2015,46.85,50.0,50.0,2.0431,-2.237,0.913,9.0062,-10.3172,-0.1821,-0.3785,-0.2203,-0.2762,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""WATCHLIST"", ""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
WATCH_OR_ACTIONABLE_SHORT,actionability_side,WATCHLIST/ACTIONABLE فقط سمت SHORT.,REJECT_NEGATIVE_EDGE,True,105,105,35.59,-0.1634,-0.4944,40.0,52.38,49.52,2.3087,-2.3579,0.979,9.0062,-10.3172,-0.1452,-0.3512,-0.1634,-0.2869,"[""میانگین بازده منفی است.""]","{""side_in"": [""SHORT""], ""actionability_in"": [""WATCHLIST"", ""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
MOMENTUM_SCORE_GE_15,component,momentum_score >= 15.,REJECT_NEGATIVE_EDGE,True,289,289,97.97,-0.2463,-0.2506,46.37,48.44,47.06,1.9509,-2.2088,0.883,9.0062,-10.3172,-0.1827,-0.3849,-0.2463,-0.2987,"[""میانگین بازده منفی است.""]","{""momentum_score_min"": 15}"
TREND_SCORE_GE_10,component,trend_score >= 10.,REJECT_NEGATIVE_EDGE,True,293,293,99.32,-0.2382,-0.2506,46.08,48.12,47.1,1.9213,-2.1882,0.878,9.0062,-10.3172,-0.1815,-0.3873,-0.2382,-0.299,"[""میانگین بازده منفی است.""]","{""trend_score_min"": 10}"
ACTIONABLE_ONLY,actionability,فقط تصمیم‌هایی که موتور ACTIONABLE کرده است.,REJECT_NEGATIVE_EDGE,True,46,46,15.59,-0.1425,-0.2782,47.83,45.65,56.52,1.8402,-2.3423,0.786,5.4035,-5.0698,-0.4113,-0.5436,-0.1425,-0.3052,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
ACTIONABLE_SCORE_GE_50,actionability_score,ACTIONABLE + score >= 50.,REJECT_NEGATIVE_EDGE,True,46,46,15.59,-0.1425,-0.2782,47.83,45.65,56.52,1.8402,-2.3423,0.786,5.4035,-5.0698,-0.4113,-0.5436,-0.1425,-0.3052,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 50}"
ACTIONABLE_SCORE_GE_60,actionability_score,ACTIONABLE + score >= 60.,REJECT_NEGATIVE_EDGE,True,46,46,15.59,-0.1425,-0.2782,47.83,45.65,56.52,1.8402,-2.3423,0.786,5.4035,-5.0698,-0.4113,-0.5436,-0.1425,-0.3052,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 60}"
ACTIONABLE_SCORE_GE_70,actionability_score,ACTIONABLE + score >= 70.,REJECT_NEGATIVE_EDGE,True,46,46,15.59,-0.1425,-0.2782,47.83,45.65,56.52,1.8402,-2.3423,0.786,5.4035,-5.0698,-0.4113,-0.5436,-0.1425,-0.3052,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 70}"
QUALITY_CORE_SCORE60_ACTIONABLE,composite,ACTIONABLE + score>=60 + risk not High.,REJECT_NEGATIVE_EDGE,True,46,46,15.59,-0.1425,-0.2782,47.83,45.65,56.52,1.8402,-2.3423,0.786,5.4035,-5.0698,-0.4113,-0.5436,-0.1425,-0.3052,"[""میانگین بازده منفی است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 60, ""risk_not_in"": [""High"", ""VERY_HIGH"", ""High Risk""]}"
BASELINE_DIRECTIONAL,baseline,تمام تصمیم‌های جهت‌دار کامل؛ فقط برای مقایسه.,REJECT_NEGATIVE_EDGE,True,295,295,100.0,-0.2509,-0.2506,46.1,48.14,47.12,1.9292,-2.2058,0.875,9.0062,-10.3172,-0.1851,-0.3947,-0.2509,-0.3117,"[""میانگین بازده منفی است.""]",{}
SCORE_GE_50,score,score >= 50,REJECT_NEGATIVE_EDGE,True,295,295,100.0,-0.2509,-0.2506,46.1,48.14,47.12,1.9292,-2.2058,0.875,9.0062,-10.3172,-0.1851,-0.3947,-0.2509,-0.3117,"[""میانگین بازده منفی است.""]","{""score_min"": 50}"
TREND_SCORE_GE_5,component,trend_score >= 5.,REJECT_NEGATIVE_EDGE,True,295,295,100.0,-0.2509,-0.2506,46.1,48.14,47.12,1.9292,-2.2058,0.875,9.0062,-10.3172,-0.1851,-0.3947,-0.2509,-0.3117,"[""میانگین بازده منفی است.""]","{""trend_score_min"": 5}"
MOMENTUM_SCORE_GE_5,component,momentum_score >= 5.,REJECT_NEGATIVE_EDGE,True,295,295,100.0,-0.2509,-0.2506,46.1,48.14,47.12,1.9292,-2.2058,0.875,9.0062,-10.3172,-0.1851,-0.3947,-0.2509,-0.3117,"[""میانگین بازده منفی است.""]","{""momentum_score_min"": 5}"
MOMENTUM_SCORE_GE_10,component,momentum_score >= 10.,REJECT_NEGATIVE_EDGE,True,295,295,100.0,-0.2509,-0.2506,46.1,48.14,47.12,1.9292,-2.2058,0.875,9.0062,-10.3172,-0.1851,-0.3947,-0.2509,-0.3117,"[""میانگین بازده منفی است.""]","{""momentum_score_min"": 10}"
TREND_SCORE_GE_15,component,trend_score >= 15.,REJECT_NEGATIVE_EDGE,True,292,292,98.98,-0.2451,-0.2644,45.89,47.95,47.26,1.9192,-2.1949,0.874,9.0062,-10.3172,-0.1867,-0.3926,-0.2451,-0.3124,"[""میانگین بازده منفی است.""]","{""trend_score_min"": 15}"
SCORE_GE_70,score,score >= 70,REJECT_NEGATIVE_EDGE,True,64,64,21.69,-0.2644,-0.1213,48.44,50.0,51.56,1.8048,-2.3458,0.769,5.4035,-6.4619,-0.3816,-0.5984,-0.2644,-0.3265,"[""میانگین بازده منفی است.""]","{""score_min"": 70}"
SYMBOL_BTCUSDT,symbol,فقط نماد BTC/USDT.,REJECT_NEGATIVE_EDGE,True,55,55,18.64,-0.2711,-0.1331,49.09,41.82,45.45,1.4701,-1.7444,0.843,5.98,-5.1034,-0.1049,-0.2773,-0.2711,-0.3367,"[""میانگین بازده منفی است.""]","{""symbol_in"": [""BTC/USDT""]}"
SCORE_GE_60_SHORT,score_side,score >= 60 + SHORT.,REJECT_NEGATIVE_EDGE,True,71,71,24.07,-0.1656,-0.4944,39.44,49.3,50.7,2.1773,-2.3463,0.928,5.6706,-5.2498,-0.1622,-0.3689,-0.1656,-0.3452,"[""میانگین بازده منفی است.""]","{""score_min"": 60, ""side_in"": [""SHORT""]}"
SHORT_SCORE_GE_60,component,short_score >= 60.,REJECT_NEGATIVE_EDGE,True,71,71,24.07,-0.1656,-0.4944,39.44,49.3,50.7,2.1773,-2.3463,0.928,5.6706,-5.2498,-0.1622,-0.3689,-0.1656,-0.3452,"[""میانگین بازده منفی است.""]","{""short_score_min"": 60}"
CONFIDENCE_MEDIUM-HIGH,confidence,فقط confidence=Medium-High.,REJECT_NEGATIVE_EDGE,True,57,57,19.32,-0.3086,-0.1671,47.37,50.88,50.88,1.8206,-2.3836,0.764,5.4035,-6.4619,-0.4108,-0.652,-0.3086,-0.3717,"[""میانگین بازده منفی است.""]","{""confidence_in"": [""Medium-High""]}"
SHORT_ONLY,side,فقط معاملات SHORT.,REJECT_NEGATIVE_EDGE,True,145,145,49.15,-0.2744,-0.5225,40.0,48.97,44.83,2.13,-2.3363,0.912,9.0062,-10.3172,-0.1484,-0.3885,-0.2744,-0.3918,"[""میانگین بازده منفی است.""]","{""side_in"": [""SHORT""]}"
SCORE_GE_50_SHORT,score_side,score >= 50 + SHORT.,REJECT_NEGATIVE_EDGE,True,145,145,49.15,-0.2744,-0.5225,40.0,48.97,44.83,2.13,-2.3363,0.912,9.0062,-10.3172,-0.1484,-0.3885,-0.2744,-0.3918,"[""میانگین بازده منفی است.""]","{""score_min"": 50, ""side_in"": [""SHORT""]}"
SHORT_SCORE_GE_50,component,short_score >= 50.,REJECT_NEGATIVE_EDGE,True,145,145,49.15,-0.2744,-0.5225,40.0,48.97,44.83,2.13,-2.3363,0.912,9.0062,-10.3172,-0.1484,-0.3885,-0.2744,-0.3918,"[""میانگین بازده منفی است.""]","{""short_score_min"": 50}"
SYMBOL_ETHUSDT,symbol,فقط نماد ETH/USDT.,REJECT_NEGATIVE_EDGE,True,48,48,16.27,-0.3824,-0.2551,45.83,50.0,43.75,1.8564,-2.3447,0.792,5.6706,-5.6986,-0.1386,-0.3927,-0.3824,-0.4033,"[""میانگین بازده منفی است.""]","{""symbol_in"": [""ETH/USDT""]}"
