gate,family,description,verdict,live_safe,samples,rows,sample_share_pct,avg_return_pct,median_return_pct,win_rate,target_1_hit_rate,stop_hit_rate,mfe_mean_pct,mae_mean_pct,mfe_mae_ratio,best_return_pct,worst_return_pct,avg_4h_return_pct,avg_12h_return_pct,avg_24h_return_pct,research_score,warnings,filters
ACTIONABLE_SCORE_GE_80,actionability_score,ACTIONABLE + score >= 80.,REJECT_INSUFFICIENT_SAMPLE,True,18,18,6.1,-0.3042,-0.352,22.22,55.56,55.56,1.9623,-2.2019,0.891,1.9275,-1.6795,-0.3042,-0.5732,0.2069,-0.6632,"[""sample کمتر از حداقل 30 است.""]","{""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""], ""score_min"": 80}"
SCORE_GE_70_SHORT,score_side,score >= 70 + SHORT.,REJECT_INSUFFICIENT_SAMPLE,True,21,21,7.12,-0.5103,-0.4844,33.33,47.62,47.62,2.0866,-2.3307,0.895,0.4043,-2.9327,-0.5103,-0.4424,-0.2412,-0.6875,"[""sample کمتر از حداقل 30 است.""]","{""score_min"": 70, ""side_in"": [""SHORT""]}"
SHORT_SCORE_GE_70,component,short_score >= 70.,REJECT_INSUFFICIENT_SAMPLE,True,21,21,7.12,-0.5103,-0.4844,33.33,47.62,47.62,2.0866,-2.3307,0.895,0.4043,-2.9327,-0.5103,-0.4424,-0.2412,-0.6875,"[""sample کمتر از حداقل 30 است.""]","{""short_score_min"": 70}"
HISTORICAL_EDGE_SCORE_GE_10,component,historical_edge_score >= 10.,REJECT_INSUFFICIENT_SAMPLE,True,14,14,4.75,-0.2337,-0.2524,21.43,28.57,35.71,1.0227,-1.6945,0.604,0.6391,-1.2393,-0.2337,-0.2012,-0.3625,-0.6992,"[""sample کمتر از حداقل 30 است.""]","{""historical_edge_score_min"": 10}"
SYMBOL_SIDE_SOLUSDT_LONG,symbol_side,SOL/USDT فقط LONG.,REJECT_INSUFFICIENT_SAMPLE,True,24,24,8.14,-0.3392,-0.4763,20.83,45.83,54.17,2.0345,-2.359,0.862,4.8272,-2.6468,-0.3392,-0.3916,-0.0637,-0.8381,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""SOL/USDT""], ""side_in"": [""LONG""]}"
SYMBOL_SIDE_SCORE_GE_60_SOLUSDT_LONG,symbol_side_score,SOL/USDT + LONG + score >= 60.,REJECT_INSUFFICIENT_SAMPLE,True,15,15,5.08,-0.6914,-0.6263,6.67,46.67,53.33,1.6051,-2.4854,0.646,0.0475,-2.6468,-0.6914,-0.7381,-0.1358,-1.2408,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""SOL/USDT""], ""side_in"": [""LONG""], ""score_min"": 60}"
SYMBOL_ACTIONABLE_DOGEUSDT,symbol_actionability,DOGE/USDT + ACTIONABLE.,REJECT_INSUFFICIENT_SAMPLE,True,10,10,3.39,-0.8977,-0.9202,10.0,40.0,50.0,2.0676,-2.7929,0.74,0.132,-1.7141,-0.8977,-1.1063,-0.1371,-1.2443,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""DOGE/USDT""], ""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
SYMBOL_SIDE_XRPUSDT_LONG,symbol_side,XRP/USDT فقط LONG.,REJECT_INSUFFICIENT_SAMPLE,True,17,17,5.76,-0.6399,-0.5136,11.76,35.29,52.94,1.6464,-2.4839,0.663,0.2898,-2.9412,-0.6399,-0.9029,-0.319,-1.2655,"[""sample کمتر از حداقل 30 است.""]","{""symbol_in"": [""XRP/USDT""], ""side_in"": [""LONG""]}"
SYMBOL_SIDE_ACTIONABLE_BNBUSDT_LONG,symbol_side_actionability,BNB/USDT + LONG + ACTIONABLE.,REJECT_TOO_SMALL,True,6,6,2.03,0.4061,0.1716,66.67,100.0,33.33,2.5255,-0.9158,2.758,1.9275,-0.4323,0.4061,0.1716,0.9173,1.2742,"[""sample بسیار کم است: 6""]","{""symbol_in"": [""BNB/USDT""], ""side_in"": [""LONG""], ""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
SYMBOL_ACTIONABLE_BNBUSDT,symbol_actionability,BNB/USDT + ACTIONABLE.,REJECT_TOO_SMALL,True,9,9,3.05,0.2036,0.0474,55.56,88.89,33.33,2.8408,-1.1226,2.531,1.9275,-0.5032,0.2036,0.5817,1.0104,0.9036,"[""sample بسیار کم است: 9""]","{""symbol_in"": [""BNB/USDT""], ""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
SYMBOL_SIDE_SCORE_GE_80_ETHUSDT_LONG,symbol_side_score,ETH/USDT + LONG + score >= 80.,REJECT_TOO_SMALL,True,2,2,0.68,0.3281,0.3281,100.0,50.0,50.0,2.0627,-1.6347,1.262,0.413,0.2431,0.3281,0.0858,0.5208,0.8609,"[""sample بسیار کم است: 2""]","{""symbol_in"": [""ETH/USDT""], ""side_in"": [""LONG""], ""score_min"": 80}"
REGIME_QUIET,regime,فقط regime=QUIET.,REJECT_TOO_SMALL,True,1,1,0.34,0.1866,0.1866,100.0,0.0,0.0,1.4364,-1.3413,1.071,0.1866,0.1866,0.1866,-0.7721,-0.182,0.7912,"[""sample بسیار کم است: 1""]","{""regime_in"": [""QUIET""]}"
SYMBOL_SIDE_SCORE_GE_80_BNBUSDT_LONG,symbol_side_score,BNB/USDT + LONG + score >= 80.,REJECT_TOO_SMALL,True,4,4,1.36,0.5232,0.2989,50.0,100.0,50.0,1.9031,-1.151,1.653,1.9275,-0.4323,0.5232,-0.2748,0.729,0.7563,"[""sample بسیار کم است: 4""]","{""symbol_in"": [""BNB/USDT""], ""side_in"": [""LONG""], ""score_min"": 80}"
SYMBOL_SIDE_ACTIONABLE_XRPUSDT_SHORT,symbol_side_actionability,XRP/USDT + SHORT + ACTIONABLE.,REJECT_TOO_SMALL,True,3,3,1.02,-0.2238,0.2574,66.67,66.67,33.33,2.1014,-1.4861,1.414,0.2612,-1.1899,-0.2238,0.4865,0.4143,0.5541,"[""sample بسیار کم است: 3""]","{""symbol_in"": [""XRP/USDT""], ""side_in"": [""SHORT""], ""actionability_in"": [""ACTIONABLE"", ""HIGH_ACTIONABILITY""]}"
SYMBOL_SIDE_SCORE_GE_80_BNBUSDT_SHORT,symbol_side_score,BNB/USDT + SHORT + score >= 80.,REJECT_TOO_SMALL,True,1,1,0.34,-0.4844,-0.4844,0.0,100.0,0.0,4.2989,-0.9139,4.704,-0.4844,-0.4844,-0.4844,1.5213,3.3114,0.532,"[""sample بسیار کم است: 1""]","{""symbol_in"": [""BNB/USDT""], ""side_in"": [""SHORT""], ""score_min"": 80}"
SYMBOL_SIDE_SCORE_GE_80_BTCUSDT_SHORT,symbol_side_score,BTC/USDT + SHORT + score >= 80.,REJECT_TOO_SMALL,True,1,1,0.34,-0.3192,-0.3192,0.0,100.0,0.0,3.1668,-0.7856,4.031,-0.3192,-0.3192,-0.3192,-0.3099,2.1183,0.4948,"[""sample بسیار کم است: 1""]","{""symbol_in"": [""BTC/USDT""], ""side_in"": [""SHORT""], ""score_min"": 80}"
SYMBOL_SIDE_SCORE_GE_80_XRPUSDT_LONG,symbol_side_score,XRP/USDT + LONG + score >= 80.,REJECT_TOO_SMALL,True,1,1,0.34,-0.548,-0.548,0.0,100.0,0.0,4.7767,-1.3503,3.538,-0.548,-0.548,-0.548,0.4408,4.6531,0.4037,"[""sample بسیار کم است: 1""]","{""symbol_in"": [""XRP/USDT""], ""side_in"": [""LONG""], ""score_min"": 80}"
