root_cause_primary,root_cause_direction,samples_total,evidence_quality_mode,confidence_mode,avg_probability_pct,samples_4h,hit_rate_4h,avg_signed_return_4h_pct,median_signed_return_4h_pct,samples_12h,hit_rate_12h,avg_signed_return_12h_pct,median_signed_return_12h_pct,samples_24h,hit_rate_24h,avg_signed_return_24h_pct,median_signed_return_24h_pct,validation_score,verdict
MACRO_POLICY_PRESSURE,BEARISH,51,HIGH,MEDIUM,55.6173,51,52.94,-0.0223,0.0111,51,54.9,-0.0033,0.0632,51,58.82,-0.0354,0.2608,11.781,WEAK_OR_NEGATIVE_FORWARD_EVIDENCE
LIQUIDITY_VOLUME_FLOW,BEARISH,2,MEDIUM,LOW,35.36,2,0.0,-0.2842,-0.2842,2,50.0,-0.4841,-0.4841,2,50.0,0.421,0.421,-4.7595,LOW_SAMPLE
REGULATORY_RISK,BEARISH,3,MEDIUM,LOW,40.08,3,0.0,-0.8557,-1.0795,3,0.0,-1.002,-0.8135,3,0.0,-0.5968,-0.4322,-21.0453,LOW_SAMPLE
LIQUIDITY_VOLUME_FLOW,BULLISH,1,MEDIUM,LOW,39.28,1,0.0,-1.8623,-1.8623,1,0.0,-2.2654,-2.2654,0,0.0,0.0,0.0,-33.0108,LOW_SAMPLE
