root_cause_primary,root_cause_direction,samples_total,evidence_quality_mode,confidence_mode,avg_probability_pct,samples_4h,hit_rate_4h,avg_signed_return_4h_pct,median_signed_return_4h_pct,samples_12h,hit_rate_12h,avg_signed_return_12h_pct,median_signed_return_12h_pct,samples_24h,hit_rate_24h,avg_signed_return_24h_pct,median_signed_return_24h_pct,validation_score,verdict
MACRO_POLICY_PRESSURE,BEARISH,51,HIGH,MEDIUM,55.6022,51,52.94,-0.0223,0.0111,51,54.9,-0.0033,0.0632,51,58.82,-0.0354,0.2608,11.781,WEAK_OR_NEGATIVE_FORWARD_EVIDENCE
LIQUIDITY_VOLUME_FLOW,BEARISH,1,MEDIUM,LOW,34.7,1,0.0,-0.3758,-0.3758,1,0.0,-0.9957,-0.9957,0,0.0,0.0,0.0,-21.986,LOW_SAMPLE
