cause,description,direction,evidence_score,probability_pct,evidence_count,official_evidence_count,strongest_source,verdict,evidence
REGULATORY_RISK,فشار نظارتی، enforcement، fraud، litigation یا headlineهای ریسک‌زای قانون‌گذاری.,BEARISH,14.6028,61.78,2,1,sec_press_releases,SUPPORTING_CAUSE,"[{'cause': 'REGULATORY_RISK', 'source': 'sec_press_releases', 'direction': 'BEARISH', 'weight': 7.475, 'quality': 'HIGH', 'title': 'SEC Announces Departure of Principal Deputy Director of Enforcement Sam Waldon', 'note': 'event_type=regulatory; tier=TIER_1_OFFICIAL_REGULATOR; impact=HIGH', 'timestamp_utc': '2026-07-22T13:45:25+00:00', 'source_url': 'https://www.sec.gov/newsroom/press-releases/2026-68-sec-announces-departure-principal-deputy-director-enforcement-sam-waldon'}, {'cause': 'REGULATORY_RISK', 'source': 'market_narrative', 'direction': 'MIXED_OR_NEUTRAL', 'weight': 7.1278, 'quality': 'MEDIUM', 'title': 'Market narrative theme: REGULATORY_RISK', 'note': 'label=EVENT_CONTEXT_DOMINANT; score=0.3651; confidence=LOW; risk=HIGH', 'timestamp_utc': '', 'source_url': ''}]"
REGULATORY_ACCESS_OR_MODERNIZATION,رویدادهای مثبت/خنثی درباره market access، ETF، IPO modernization یا دسترسی عمومی.,BULLISH,9.035,38.22,1,1,sec_press_releases,SUPPORTING_CAUSE,"[{'cause': 'REGULATORY_ACCESS_OR_MODERNIZATION', 'source': 'sec_press_releases', 'direction': 'BULLISH', 'weight': 9.035, 'quality': 'HIGH', 'title': 'SEC Announces Roundtable on Preparations for 24-Hour Trading', 'note': 'event_type=regulatory; tier=TIER_1_OFFICIAL_REGULATOR; impact=HIGH', 'timestamp_utc': '2026-07-23T15:04:00+00:00', 'source_url': 'https://www.sec.gov/newsroom/press-releases/2026-69-sec-announces-roundtable-preparations-24-hour-trading'}]"
