run_id,generated_utc,version,status,evaluation_rows,complete_rows,root_cause_rows,evaluated_cells,unique_root_causes,validation_status,top_cause,top_direction,top_cells,top_hit_rate_24h,top_avg_signed_return_24h_pct,top_maturity,more_decisions_for_research
root_cause_samples_20260718_071359,2026-07-18T07:13:59.567825+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,81,78,30,85,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,85,74.07,0.2531,RESEARCH_SAMPLE_READY,0
root_cause_samples_20260718_071412,2026-07-18T07:14:12.459439+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,81,78,30,85,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,85,74.07,0.2531,RESEARCH_SAMPLE_READY,0
root_cause_samples_20260718_113427,2026-07-18T11:34:27.680101+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,82,78,31,88,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,88,74.07,0.2531,RESEARCH_SAMPLE_READY,0
root_cause_samples_20260718_113431,2026-07-18T11:34:31.663905+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,82,78,31,88,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,88,74.07,0.2531,RESEARCH_SAMPLE_READY,0
root_cause_samples_20260718_113442,2026-07-18T11:34:42.847487+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,82,78,31,88,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,88,74.07,0.2531,RESEARCH_SAMPLE_READY,0
root_cause_samples_20260718_113454,2026-07-18T11:34:54.354918+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,82,78,31,88,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,88,74.07,0.2531,RESEARCH_SAMPLE_READY,0
root_cause_samples_20260718_153628,2026-07-18T15:36:28.607723+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,83,79,32,90,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,90,71.43,0.2008,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260718_153631,2026-07-18T15:36:31.229039+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,83,79,32,90,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,90,71.43,0.2008,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260718_153642,2026-07-18T15:36:42.790452+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,83,79,32,90,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,90,71.43,0.2008,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260718_153653,2026-07-18T15:36:53.420521+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,83,79,32,90,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,90,71.43,0.2008,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260718_200814,2026-07-18T20:08:14.449405+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,84,81,33,95,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,95,66.67,0.1464,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260718_200818,2026-07-18T20:08:18.201879+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,84,81,33,95,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,95,66.67,0.1464,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260718_200828,2026-07-18T20:08:28.839108+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,84,81,33,95,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,95,66.67,0.1464,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260718_200840,2026-07-18T20:08:40.285764+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,84,81,33,95,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,95,66.67,0.1464,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260718_231616,2026-07-18T23:16:16.045109+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,84,81,33,95,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,95,66.67,0.1464,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260718_231620,2026-07-18T23:16:20.314516+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,84,81,33,95,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,95,66.67,0.1464,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260718_231635,2026-07-18T23:16:35.192683+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,84,81,33,95,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,95,66.67,0.1464,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260718_231646,2026-07-18T23:16:46.586809+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,84,81,33,95,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,95,66.67,0.1464,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260719_075808,2026-07-19T07:58:08.213165+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,86,82,35,99,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,99,64.52,0.1067,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260719_075812,2026-07-19T07:58:12.027816+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,86,82,35,99,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,99,64.52,0.1067,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260719_075825,2026-07-19T07:58:25.544976+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,86,82,35,99,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,99,64.52,0.1067,CANDIDATE_SAMPLE_READY,0
root_cause_samples_20260719_075837,2026-07-19T07:58:37.573357+00:00,v8.2.0,ROOT_CAUSE_VALIDATION_RESEARCH_CANDIDATES_FOUND,86,82,35,99,1,ROOT_CAUSE_FORWARD_CANDIDATES_FOUND,MACRO_POLICY_PRESSURE,BEARISH,99,64.52,0.1067,CANDIDATE_SAMPLE_READY,0
