regime,side,actionability,samples,target_1_hit_rate,directional_win_rate,avg_24h_return_pct,profit_factor,stop_hit_rate,avg_score,avg_mfe_pct,avg_mae_pct,verdict,notes
TRENDING_BULL,LONG,WATCHLIST,23,91.3,78.26,0.3952,2.5071,82.61,65.6957,3.0041,-2.1969,MIXED_POSITIVE,بازده مثبت است اما کیفیت آماری کامل نیست.
TRENDING_BULL,NEUTRAL,MONITOR_ONLY,16,0.0,62.5,0.919,3.4814,0.0,30.375,2.6147,-2.6168,MIXED_POSITIVE,بازده مثبت است اما کیفیت آماری کامل نیست.
TRENDING_BEAR,NEUTRAL,MONITOR_ONLY,7,0.0,100.0,1.9942,13.9593,0.0,31.0,3.1576,-0.6642,MIXED_POSITIVE,بازده مثبت است اما کیفیت آماری کامل نیست.
TRENDING_BULL,LONG,NOT_ACTIONABLE,4,100.0,75.0,0.3038,1.4278,50.0,51.0,2.6772,-2.5119,LOW_SAMPLE,نمونه کمتر از 5 است؛ فقط برای رصد.
TRENDING_BULL,LONG,ACTIONABLE,1,100.0,100.0,0.4897,0.4897,100.0,70.0,3.3818,-2.0299,LOW_SAMPLE,نمونه کمتر از 5 است؛ فقط برای رصد.
TRENDING_BEAR,SHORT,NOT_ACTIONABLE,1,0.0,0.0,-2.8484,0.0,100.0,46.0,0.0184,-4.3917,LOW_SAMPLE,نمونه کمتر از 5 است؛ فقط برای رصد.
