source_id,status,tier,category,direction,event_risk,error
coingecko_global,OK,TIER_2_MARKET_AGGREGATOR,market_aggregate,NEUTRAL,LOW,
defillama_tvl,OK,TIER_1_PROTOCOL_AGGREGATOR,defi_liquidity,BULLISH,LOW,
defillama_stablecoins,OK,TIER_1_PROTOCOL_AGGREGATOR,stablecoin_liquidity,NEUTRAL,LOW,
binance_futures_open_interest,OK,TIER_1_OFFICIAL_EXCHANGE,derivatives,NEUTRAL,LOW,
binance_futures_premium_funding,OK,TIER_1_OFFICIAL_EXCHANGE,derivatives,NEUTRAL,LOW,
fred_macro,SKIPPED_NO_KEY,TIER_1_OFFICIAL_MACRO,macro,NEUTRAL,LOW,
alternative_fng,OK,TIER_3_SENTIMENT,sentiment,SENTIMENT_FEAR_RISK,MEDIUM,
